study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,131.28955319127903,0.5226434542618331,6.864652654199975e-21,on_on_0,47
mock,scale1,self,self,with_guess,3.0,116.0,103.57866983106294,0.7211390711055066,1.144904111575115e-32,on_on_0,47
