study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,89.24415136841819,0.42579802993593985,4.09215043304379e-16,on_on_m3,5
mock,scale1,self,self,with_guess,3.0,116.0,57.412612289873444,0.5871464992507985,7.954516667098088e-23,on_on_m3,5
