study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,173.21283412498838,0.5913641637479299,6.73101206804612e-25,on_on_0,35
mock,scale1,self,self,with_guess,3.0,116.0,105.32650684081644,0.7245239777661734,5.650722991260798e-33,on_on_0,35
