study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id
sbmd,CPS,self,self,with_guess,1.0,185.0,1.2248611812557217,0.0012074713323957376,0.26984575340040967,0.0,27
sbmd,CPS,self,self,without_guess,1.0,185.0,0.019382502392802124,-0.005300079831336069,0.8894269108966657,0.0,28
sbmd,CPS,self,self,with_guess,1.0,185.0,0.019382502392802124,-0.005300079831336069,0.8894269108966657,0.0,28
sbmd,CPS,self,self,without_guess,1.0,185.0,0.7212356626205717,-0.001500982568766629,0.3968365117316234,0.0,29
sbmd,CPS,self,self,with_guess,1.0,185.0,0.7212356626205716,-0.001500982568766629,0.3968365117316234,0.0,29
sbmd,CPS,self,self,without_guess,1.0,185.0,0.006098695684356746,-0.005372262381201365,0.9378375643235981,0.0,30
sbmd,CPS,self,self,with_guess,1.0,185.0,0.006098695684356746,-0.005372262381201365,0.9378375643235981,0.0,30
sbmd,CPS,self,self,without_guess,1.0,185.0,0.8866051111539849,-0.000610021839810404,0.3476268638928992,0.0,31
sbmd,CPS,self,self,with_guess,1.0,185.0,0.8866051111539849,-0.000610021839810404,0.3476268638928992,0.0,31
sbmd,CPS,self,self,without_guess,1.0,185.0,0.06424861291740704,-0.005056359583745618,0.8001841084019783,0.0,32
sbmd,CPS,self,self,with_guess,1.0,185.0,0.06424861291740704,-0.005056359583745618,0.8001841084019783,0.0,32
sbmd,CPS,self,self,without_guess,1.0,185.0,8.268385434941859,0.0376077309208368,0.004507404960893044,0.0,33
sbmd,CPS,self,self,with_guess,1.0,185.0,8.268385434941859,0.0376077309208368,0.004507404960893044,0.0,33
sbmd,CPS,self,self,without_guess,1.0,185.0,1.8765822396004495,0.004690701366084293,0.17238341226756954,0.0,34
sbmd,CPS,self,self,with_guess,1.0,185.0,1.8765822396004495,0.004690701366084293,0.17238341226756954,0.0,34
sbmd,CPS,self,self,without_guess,1.0,185.0,3.5551514151274084,0.013551215100466418,0.06092830201138778,0.0,35
sbmd,CPS,self,self,with_guess,1.0,185.0,3.5551514151274084,0.013551215100466418,0.06092830201138778,0.0,35
sbmd,CPS,self,self,without_guess,1.0,185.0,0.4073716769851675,-0.0031963579314813195,0.5240958482917201,0.0,36
sbmd,CPS,self,self,with_guess,1.0,185.0,0.4073716769851675,-0.0031963579314813195,0.5240958482917201,0.0,36
sbmd,CPS,self,self,without_guess,1.0,185.0,0.9812604755285891,-0.00010076028317840269,0.3231816512902951,0.0,37
sbmd,CPS,self,self,with_guess,1.0,185.0,0.9812604755285891,-0.00010076028317840269,0.3231816512902951,0.0,37
sbmd,CPS,self,self,without_guess,1.0,185.0,0.0015745572430143984,-0.005396848351947536,0.9683904849491921,0.0,38
sbmd,CPS,self,self,with_guess,1.0,185.0,0.0015745572430144012,-0.005396848351947536,0.9683904849491921,0.0,38
sbmd,CPS,self,self,without_guess,1.0,185.0,0.4155767117559539,-0.0031519643527715413,0.5199510271606509,0.0,39
sbmd,CPS,self,self,with_guess,1.0,185.0,0.41557671175595423,-0.0031519643527715413,0.5199510271606508,0.0,39
sbmd,CPS,self,self,without_guess,1.0,185.0,0.03738799572340688,-0.005202256769312186,0.8468893555253015,0.0,40
sbmd,CPS,self,self,with_guess,1.0,185.0,0.03738799572340665,-0.005202256769312186,0.846889355525302,0.0,40
sbmd,CPS,self,self,without_guess,1.0,185.0,0.5330167594810021,-0.0025169818756538564,0.4662647731250227,0.0,41
sbmd,CPS,self,self,with_guess,1.0,185.0,0.5330167594810022,-0.0025169818756538564,0.46626477312502235,0.0,41
sbmd,CPS,self,self,without_guess,1.0,185.0,0.0759527431364625,-0.004992800216168547,0.7831665432598038,0.0,42
sbmd,CPS,self,self,with_guess,1.0,185.0,0.0759527431364625,-0.004992800216168547,0.7831665432598038,0.0,42
sbmd,CPS,self,self,without_guess,1.0,185.0,0.019405450874152942,-0.005299955141117252,0.8893618964561448,0.0,43
sbmd,CPS,self,self,with_guess,1.0,185.0,0.019405450874152966,-0.005299955141117252,0.8893618964561448,0.0,43
sbmd,CPS,self,self,without_guess,1.0,185.0,1.4493397671262056,0.002409983149779138,0.23017204081113515,0.0,44
sbmd,CPS,self,self,with_guess,1.0,185.0,1.4493397671262056,0.002409983149779138,0.23017204081113515,0.0,44
sbmd,CPS,self,self,without_guess,1.0,185.0,0.006894880259938301,-0.005367935721437789,0.9339131554946462,0.0,45
sbmd,CPS,self,self,with_guess,1.0,185.0,0.006894880259938301,-0.005367935721437789,0.9339131554946462,0.0,45
sbmd,CPS,self,self,without_guess,1.0,185.0,0.004901526687761171,-0.005378768157495051,0.9442606007516232,0.0,46
sbmd,CPS,self,self,with_guess,1.0,185.0,0.004901526687761147,-0.005378768157495051,0.9442606007516233,0.0,46
sbmd,CPS,self,self,without_guess,1.0,185.0,0.7460273770761817,-0.0013673111964231932,0.3888553478078851,0.0,47
sbmd,CPS,self,self,with_guess,1.0,185.0,0.7460273770761816,-0.0013673111964231932,0.3888553478078851,0.0,47
sbmd,CPS,self,self,without_guess,1.0,185.0,0.02647422113448878,-0.005261548559272633,0.87092514438544,0.0,48
sbmd,CPS,self,self,with_guess,1.0,185.0,0.02647422113448878,-0.005261548559272633,0.87092514438544,0.0,48
sbmd,CPS,self,self,without_guess,1.0,185.0,0.3112620965748026,-0.003716654323288049,0.5775812492745434,0.0,49
sbmd,CPS,self,self,with_guess,1.0,185.0,0.3112620965748026,-0.003716654323288049,0.5775812492745434,0.0,49
sbmd,CPS,self,self,without_guess,1.0,185.0,0.02901373062541805,-0.005247751419072966,0.8649334730780298,0.0,50
sbmd,CPS,self,self,with_guess,1.0,185.0,0.02901373062541792,-0.005247751419072966,0.86493347307803,0.0,50
sbmd,CPS,self,self,without_guess,1.0,185.0,0.06996530493658792,-0.005025314040184803,0.7916817553246451,0.0,51
sbmd,CPS,self,self,with_guess,1.0,185.0,0.06996530493658792,-0.005025314040184803,0.7916817553246451,0.0,51
sbmd,CPS,self,self,without_guess,1.0,185.0,0.001144089423047864,-0.005399187748234446,0.9730536521257586,0.0,52
sbmd,CPS,self,self,with_guess,1.0,185.0,0.0011440894230478902,-0.005399187748234446,0.9730536521257582,0.0,52
sbmd,CPS,self,self,without_guess,1.0,185.0,0.2150632671600682,-0.0042379745955527515,0.6433726599179401,0.0,53
sbmd,CPS,self,self,with_guess,1.0,185.0,0.215063267160068,-0.0042379745955527515,0.6433726599179403,0.0,53
sbmd,CPS,self,self,without_guess,1.0,185.0,5.566208004883532,0.023961268121400203,0.0193528392641224,0.0,54
sbmd,CPS,self,self,with_guess,1.0,185.0,5.566208004883532,0.023961268121400203,0.0193528392641224,0.0,54
sbmd,CPS,self,self,without_guess,1.0,185.0,0.02090930308570009,-0.005291784050798443,0.8851837139574039,0.0,55
sbmd,CPS,self,self,with_guess,1.0,185.0,0.02090930308570009,-0.005291784050798443,0.8851837139574039,0.0,55
sbmd,CPS,self,self,without_guess,1.0,185.0,0.05540743370041411,-0.005104377004697902,0.8141680851502924,0.0,56
sbmd,CPS,self,self,with_guess,1.0,185.0,0.055407433700414045,-0.005104377004697902,0.8141680851502924,0.0,56
sbmd,CPS,self,self,without_guess,1.0,185.0,9.36796705496897,0.0430521920960486,0.002536699678244474,0.0,57
sbmd,CPS,self,self,with_guess,1.0,185.0,9.36796705496897,0.0430521920960486,0.002536699678244474,0.0,57
sbmd,CPS,self,self,without_guess,1.0,185.0,1.0693242112834707,0.00037257195175688373,0.30244800558909846,0.0,58
sbmd,CPS,self,self,with_guess,1.0,185.0,1.0693242112834704,0.00037257195175688373,0.30244800558909857,0.0,58
sbmd,CPS,self,self,without_guess,1.0,185.0,1.7925159436827551,0.004242760689200709,0.18226275144883272,0.0,59
sbmd,CPS,self,self,with_guess,1.0,185.0,1.7925159436827551,0.004242760689200709,0.18226275144883272,0.0,59
sbmd,CPS,self,self,without_guess,1.0,185.0,2.1157185549471063,0.005962719559658325,0.14748815488219325,0.0,60
sbmd,CPS,self,self,with_guess,1.0,185.0,2.1157185549471063,0.005962719559658325,0.14748815488219325,0.0,60
sbmd,CPS,self,self,without_guess,1.0,185.0,2.470038250974748,0.007841457038626931,0.11774380396683443,0.0,61
sbmd,CPS,self,self,with_guess,1.0,185.0,2.470038250974748,0.007841457038626931,0.11774380396683443,0.0,61
sbmd,CPS,self,self,without_guess,1.0,185.0,0.01429516516973812,-0.0053277225630066205,0.9049595514139392,0.0,62
sbmd,CPS,self,self,with_guess,1.0,185.0,0.014295165169738023,-0.0053277225630066205,0.9049595514139397,0.0,62
sbmd,CPS,self,self,without_guess,1.0,185.0,1.0711509706841047,0.0003823858255992407,0.3020365884055848,0.0,63
sbmd,CPS,self,self,with_guess,1.0,185.0,1.0711509706841047,0.0003823858255992407,0.3020365884055848,0.0,63
sbmd,CPS,self,self,without_guess,1.0,185.0,0.3584843707016644,-0.0034609455913297005,0.5500815917643618,0.0,64
sbmd,CPS,self,self,with_guess,1.0,185.0,0.3584843707016644,-0.0034609455913297005,0.5500815917643618,0.0,64
sbmd,CPS,self,self,without_guess,1.0,185.0,1.5127880685870414,0.002749345360697042,0.2202759397379256,0.0,65
sbmd,CPS,self,self,with_guess,1.0,185.0,1.5127880685870414,0.002749345360697042,0.2202759397379256,0.0,65
sbmd,CPS,self,self,without_guess,1.0,185.0,0.3659441133363035,-0.003420562982572539,0.5459646946848022,0.0,66
sbmd,CPS,self,self,with_guess,1.0,185.0,0.36594411333630306,-0.003420562982572539,0.5459646946848024,0.0,66
sbmd,CPS,self,self,without_guess,1.0,185.0,1.0984622355389686,0.000529086776732024,0.29597114334393815,0.0,67
sbmd,CPS,self,self,with_guess,1.0,185.0,1.0984622355389682,0.000529086776732024,0.2959711433439383,0.0,67
sbmd,CPS,self,self,without_guess,1.0,185.0,2.23162085430224,0.006578060098409666,0.13691555502334682,0.0,68
sbmd,CPS,self,self,with_guess,1.0,185.0,2.23162085430224,0.006578060098409666,0.13691555502334682,0.0,68
sbmd,CPS,self,self,without_guess,1.0,185.0,1.503013106711239,0.0026970776414396713,0.22176660970862663,0.0,69
sbmd,CPS,self,self,with_guess,1.0,185.0,1.5030131067112402,0.0026970776414396713,0.2217666097086264,0.0,69
sbmd,CPS,self,self,without_guess,1.0,185.0,1.3602056609990256,0.0019328464449877014,0.24500313251469982,0.0,70
sbmd,CPS,self,self,with_guess,1.0,185.0,1.3602056609990243,0.0019328464449877014,0.24500313251470004,0.0,70
sbmd,CPS,self,self,without_guess,1.0,185.0,0.3815594138576816,-0.0033360415571954682,0.5375294614051971,0.0,71
sbmd,CPS,self,self,with_guess,1.0,185.0,0.3815594138576816,-0.0033360415571954682,0.5375294614051971,0.0,71
sbmd,CPS,self,self,without_guess,1.0,185.0,0.20897108274682924,-0.004271007568525054,0.6481113943636028,0.0,72
sbmd,CPS,self,self,with_guess,1.0,185.0,0.20897108274682927,-0.004271007568525054,0.6481113943636027,0.0,72
sbmd,CPS,self,self,without_guess,1.0,185.0,1.7471049336973814,0.00400062391308631,0.18787322401961715,0.0,73
sbmd,CPS,self,self,with_guess,1.0,185.0,1.747104933697379,0.00400062391308631,0.18787322401961742,0.0,73
sbmd,CPS,self,self,without_guess,1.0,185.0,0.3019035770645313,-0.0037673462034626404,0.5833541486249185,0.0,74
sbmd,CPS,self,self,with_guess,1.0,185.0,0.3019035770645313,-0.0037673462034626404,0.5833541486249185,0.0,74
sbmd,CPS,self,self,without_guess,1.0,185.0,1.7169119641207427,0.0038395663069797914,0.1917155330678835,0.0,75
sbmd,CPS,self,self,with_guess,1.0,185.0,1.7169119641207427,0.0038395663069797914,0.1917155330678835,0.0,75
sbmd,CPS,self,self,without_guess,1.0,185.0,0.002893042498637954,-0.005389683053617533,0.957162897141479,0.0,76
sbmd,CPS,self,self,with_guess,1.0,185.0,0.002893042498637955,-0.005389683053617533,0.957162897141479,0.0,76
sbmd,CPS,self,self,without_guess,1.0,185.0,5.971623799840544,0.026033311656036284,0.01547605037620571,0.0,77
sbmd,CPS,self,self,with_guess,1.0,185.0,5.971623799840544,0.026033311656036284,0.01547605037620571,0.0,77
sbmd,CPS,self,self,without_guess,1.0,185.0,0.11600798518001179,-0.0047753407414163895,0.7337916043300676,0.0,78
sbmd,CPS,self,self,with_guess,1.0,185.0,0.11600798518001179,-0.0047753407414163895,0.7337916043300676,0.0,78
sbmd,CPS,self,self,without_guess,1.0,185.0,3.0900333697158855,0.011111877287020566,0.08042703038385554,0.0,79
sbmd,CPS,self,self,with_guess,1.0,185.0,3.0900333697158855,0.011111877287020566,0.08042703038385554,0.0,79
sbmd,CPS,self,self,without_guess,1.0,185.0,1.2969269544682456,0.0015938371036083865,0.25624783655412153,0.0,80
sbmd,CPS,self,self,with_guess,1.0,185.0,1.2969269544682456,0.0015938371036083865,0.25624783655412153,0.0,80
sbmd,CPS,self,self,without_guess,1.0,185.0,0.010098022217618498,-0.005350529448741259,0.9200649998782846,0.0,81
sbmd,CPS,self,self,with_guess,1.0,185.0,0.010098022217618498,-0.005350529448741259,0.9200649998782846,0.0,81
sbmd,CPS,self,self,without_guess,1.0,185.0,0.00044462071897941415,-0.005402989064865471,0.9831997527802071,0.0,82
sbmd,CPS,self,self,with_guess,1.0,185.0,0.00044462071897941437,-0.005402989064865471,0.9831997527802071,0.0,82
sbmd,CPS,self,self,without_guess,1.0,185.0,0.012895939926895405,-0.005335325708287986,0.9097095066192822,0.0,83
sbmd,CPS,self,self,with_guess,1.0,185.0,0.012895939926895394,-0.005335325708287986,0.9097095066192822,0.0,83
sbmd,CPS,self,self,without_guess,1.0,185.0,1.2060110684412573,0.0011063609990847878,0.27355077919591686,0.0,84
sbmd,CPS,self,self,with_guess,1.0,185.0,1.2060110684412575,0.0011063609990847878,0.27355077919591675,0.0,84
sbmd,CPS,self,self,without_guess,1.0,185.0,3.3905181778459834,0.01268916398217712,0.06717363126471762,0.0,85
sbmd,CPS,self,self,with_guess,1.0,185.0,3.3905181778459834,0.01268916398217712,0.06717363126471762,0.0,85
sbmd,CPS,self,self,without_guess,1.0,185.0,0.0003499651485157338,-0.005403503480073457,0.9850947209611419,0.0,86
sbmd,CPS,self,self,with_guess,1.0,185.0,0.00034996514851573426,-0.005403503480073457,0.9850947209611419,0.0,86
sbmd,CPS,self,self,without_guess,1.0,185.0,1.5125040383053254,0.002747826699061817,0.22031908365277594,0.0,87
sbmd,CPS,self,self,with_guess,1.0,185.0,1.5125040383053254,0.002747826699061817,0.22031908365277594,0.0,87
sbmd,CPS,self,self,without_guess,1.0,185.0,1.361253052360127e-05,-0.005405331426428184,0.9970601740266606,0.0,88
sbmd,CPS,self,self,with_guess,1.0,185.0,1.3612530523600905e-05,-0.005405331426428184,0.9970601740266606,0.0,88
sbmd,CPS,self,self,without_guess,1.0,185.0,0.8671955857278189,-0.0007145123907081885,0.35294649812597056,0.0,89
sbmd,CPS,self,self,with_guess,1.0,185.0,0.8671955857278189,-0.0007145123907081885,0.35294649812597056,0.0,89
sbmd,CPS,self,self,without_guess,1.0,185.0,1.7182098144211575,0.0038464904688996215,0.19154848475689,0.0,90
sbmd,CPS,self,self,with_guess,1.0,185.0,1.7182098144211575,0.0038464904688996215,0.19154848475689,0.0,90
sbmd,CPS,self,self,without_guess,1.0,185.0,0.752350302076031,-0.0013332251113982174,0.38685680326335037,0.0,91
sbmd,CPS,self,self,with_guess,1.0,185.0,0.752350302076031,-0.0013332251113982174,0.38685680326335037,0.0,91
sbmd,CPS,self,self,without_guess,1.0,185.0,0.25904642978274534,-0.00399955405415553,0.6113825129562717,0.0,92
sbmd,CPS,self,self,with_guess,1.0,185.0,0.25904642978274517,-0.00399955405415553,0.6113825129562718,0.0,92
sbmd,CPS,self,self,without_guess,1.0,185.0,0.5130658323397479,-0.002624797156337788,0.4747178919758026,0.0,93
sbmd,CPS,self,self,with_guess,1.0,185.0,0.5130658323397473,-0.002624797156337788,0.47471789197580294,0.0,93
sbmd,CPS,self,self,without_guess,1.0,185.0,2.372613916275317,0.007325584500244231,0.12518884441123226,0.0,94
sbmd,CPS,self,self,with_guess,1.0,185.0,2.372613916275317,0.007325584500244231,0.12518884441123226,0.0,94
sbmd,CPS,self,self,without_guess,1.0,185.0,0.3121932189650296,-0.0037116110337231945,0.5770131254352094,0.0,95
sbmd,CPS,self,self,with_guess,1.0,185.0,0.31219321896502955,-0.0037116110337231945,0.5770131254352094,0.0,95
sbmd,CPS,self,self,without_guess,1.0,185.0,0.48419526834949184,-0.0027808554303199173,0.48740137235202585,0.07143,0
sbmd,CPS,self,self,with_guess,3.0,183.0,0.2014489119692434,-0.01304791148293516,0.8952878624453792,0.07143,0
sbmd,CPS,self,self,without_guess,1.0,185.0,0.017531269672868593,-0.005310138577598433,0.8948073042807339,0.07143,1
sbmd,CPS,self,self,with_guess,3.0,183.0,0.21032206318488778,-0.012901058354176875,0.88916225792338,0.07143,1
sbmd,CPS,self,self,without_guess,1.0,185.0,0.08617327626366572,-0.004937304108461715,0.7694286617409698,0.07143,2
sbmd,CPS,self,self,with_guess,3.0,183.0,1.141021456298482,0.002269377827940122,0.3338746449602217,0.07143,2
sbmd,CPS,self,self,without_guess,1.0,185.0,0.4546116028168364,-0.002940818739796125,0.5009947089567615,0.07143,3
sbmd,CPS,self,self,with_guess,3.0,183.0,0.4177256644523649,-0.009480558409616258,0.7404878735658791,0.07143,3
sbmd,CPS,self,self,without_guess,1.0,185.0,0.13648856518620667,-0.004664188251089829,0.712219639866438,0.07143,4
sbmd,CPS,self,self,with_guess,3.0,183.0,0.06938629375949117,-0.015238628758507788,0.9761879104487408,0.07143,4
sbmd,CPS,self,self,without_guess,1.0,185.0,2.0576330446078615,0.005654049115203286,0.15313347695255153,0.07143,5
sbmd,CPS,self,self,with_guess,3.0,183.0,1.2701158686511616,0.004337808993657988,0.2860472258278466,0.07143,5
sbmd,CPS,self,self,without_guess,1.0,185.0,0.5391241592901094,-0.0024839819784543415,0.463725526076348,0.07143,6
sbmd,CPS,self,self,with_guess,3.0,183.0,3.068054120711216,0.03227902187905962,0.029230374212068488,0.07143,6
sbmd,CPS,self,self,without_guess,1.0,185.0,1.0091170117064858,4.901378950106228e-05,0.31642657121296397,0.07143,7
sbmd,CPS,self,self,with_guess,3.0,183.0,0.340975603236317,-0.010743624311200461,0.795721243686122,0.07143,7
sbmd,CPS,self,self,without_guess,1.0,185.0,0.18773588132675054,-0.004386165826843813,0.6653125089949458,0.07143,8
sbmd,CPS,self,self,with_guess,3.0,183.0,0.07507082370778427,-0.015144135959531013,0.9733396502060607,0.07143,8
sbmd,CPS,self,self,without_guess,1.0,185.0,0.1545116420286358,-0.004566393497372534,0.6947132105362415,0.07143,9
sbmd,CPS,self,self,with_guess,3.0,183.0,0.2573257875495267,-0.012123843195933626,0.8560439392094394,0.07143,9
sbmd,CPS,self,self,without_guess,1.0,185.0,0.2424987106269421,-0.0040892413708819575,0.6229911108053587,0.07143,10
sbmd,CPS,self,self,with_guess,3.0,183.0,0.48848030902260287,-0.008318951589088686,0.6907010012529544,0.07143,10
sbmd,CPS,self,self,without_guess,1.0,185.0,0.3791065974920583,-0.0033493170503624548,0.5388385152131774,0.07143,11
sbmd,CPS,self,self,with_guess,3.0,183.0,0.1557263491557954,-0.013805308206528366,0.9258945120584363,0.07143,11
sbmd,CPS,self,self,without_guess,1.0,185.0,0.20899087053335064,-0.004270900271896583,0.6480958680685185,0.07143,12
sbmd,CPS,self,self,with_guess,3.0,183.0,0.8973100902717276,-0.001659036710618178,0.44370534824421903,0.07143,12
sbmd,CPS,self,self,without_guess,1.0,185.0,0.249545639205861,-0.0040510456217566215,0.6179887731977403,0.07143,13
sbmd,CPS,self,self,with_guess,3.0,183.0,0.1128709898147289,-0.014516238491448341,0.9524906738400757,0.07143,13
sbmd,CPS,self,self,without_guess,1.0,185.0,1.012564082423718,6.754426769883803e-05,0.31560367441628767,0.07143,14
sbmd,CPS,self,self,with_guess,3.0,183.0,0.4004431366980611,-0.00976469928673196,0.7528446260161135,0.07143,14
sbmd,CPS,self,self,without_guess,1.0,185.0,0.3488201845280678,-0.0035132665793267126,0.5555025640591011,0.07143,15
sbmd,CPS,self,self,with_guess,3.0,183.0,0.7620011074312372,-0.003853484153707676,0.5167429025617849,0.07143,15
sbmd,CPS,self,self,without_guess,1.0,185.0,0.012659669783706817,-0.005336609570277595,0.9105369132873955,0.07143,16
sbmd,CPS,self,self,with_guess,3.0,183.0,0.6023604794209071,-0.006454939672513538,0.6142572077897415,0.07143,16
sbmd,CPS,self,self,without_guess,1.0,185.0,1.9205220036304762,0.004924670623446037,0.16746739481529602,0.07143,17
sbmd,CPS,self,self,with_guess,3.0,183.0,0.7412086875152365,-0.004191549177382736,0.5287559031950071,0.07143,17
sbmd,CPS,self,self,without_guess,1.0,185.0,0.06813202505815401,-0.005035269793589592,0.7943665580317865,0.07143,18
sbmd,CPS,self,self,with_guess,3.0,183.0,2.5758488084860875,0.02478690946357831,0.055305217324879745,0.07143,18
sbmd,CPS,self,self,without_guess,1.0,185.0,0.25035455715659594,-0.0040466613121223904,0.617420223224879,0.07143,19
