study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id
sbmd,energy,self,self,ACAC,72.78378,2.998072,229.0,66.87645,78.69112,0.5,72
sbmd,energy,self,self,PLPL,44.91139,2.103036,229.0,40.76762,49.05517,0.5,73
sbmd,energy,self,self,ACPL,55.59677,2.373911,229.0,50.91927,60.27427,0.5,73
sbmd,energy,self,self,PLAC,60.54545,2.520455,229.0,55.57921,65.5117,0.5,73
sbmd,energy,self,self,ACAC,70.48649,3.072978,229.0,64.43156,76.54141,0.5,73
sbmd,energy,self,self,PLPL,45.92405,2.049882,229.0,41.88501,49.96309,0.5,74
sbmd,energy,self,self,ACPL,58.93548,2.31391,229.0,54.37621,63.49476,0.5,74
sbmd,energy,self,self,PLAC,61.09091,2.45675,229.0,56.25018,65.93163,0.5,74
sbmd,energy,self,self,ACAC,70.24324,2.995308,229.0,64.34136,76.14513,0.5,74
sbmd,energy,self,self,PLPL,44.74684,1.986331,229.0,40.83301,48.66066,0.5,75
sbmd,energy,self,self,ACPL,60.41935,2.242174,229.0,56.00143,64.83728,0.5,75
sbmd,energy,self,self,PLAC,63.96364,2.380586,229.0,59.27298,68.65429,0.5,75
sbmd,energy,self,self,ACAC,66.21622,2.902447,229.0,60.4973,71.93513,0.5,75
sbmd,energy,self,self,PLPL,42.60759,2.027669,229.0,38.61232,46.60287,0.5,76
sbmd,energy,self,self,ACPL,56.77419,2.288836,229.0,52.26432,61.28406,0.5,76
sbmd,energy,self,self,PLAC,62.12727,2.430128,229.0,57.339,66.91554,0.5,76
sbmd,energy,self,self,ACAC,63.78378,2.96285,229.0,57.94585,69.62172,0.5,76
sbmd,energy,self,self,PLPL,47.37975,2.011417,229.0,43.4165,51.343,0.5,77
sbmd,energy,self,self,ACPL,57.77419,2.270491,229.0,53.30047,62.24792,0.5,77
sbmd,energy,self,self,PLAC,64.21818,2.410651,229.0,59.46829,68.96807,0.5,77
sbmd,energy,self,self,ACAC,71.7027,2.939103,229.0,65.91156,77.49385,0.5,77
sbmd,energy,self,self,PLPL,50.88608,2.109141,229.0,46.73027,55.04188,0.5,78
sbmd,energy,self,self,ACPL,55.6129,2.380803,229.0,50.92182,60.30398,0.5,78
sbmd,energy,self,self,PLAC,62.50909,2.527772,229.0,57.52843,67.48976,0.5,78
sbmd,energy,self,self,ACAC,68.02703,3.081899,229.0,61.95452,74.09953,0.5,78
sbmd,energy,self,self,PLPL,49.70886,1.958543,229.0,45.84979,53.56793,0.5,79
sbmd,energy,self,self,ACPL,55.41935,2.210807,229.0,51.06323,59.77548,0.5,79
sbmd,energy,self,self,PLAC,63.32727,2.347282,229.0,58.70224,67.9523,0.5,79
sbmd,energy,self,self,ACAC,71.10811,2.861842,229.0,65.4692,76.74702,0.5,79
sbmd,energy,self,self,PLPL,47.37975,1.825373,229.0,43.78307,50.97642,0.5,80
sbmd,energy,self,self,ACPL,53.30645,2.060485,229.0,49.24652,57.36638,0.5,80
sbmd,energy,self,self,PLAC,60.25455,2.18768,229.0,55.94399,64.5651,0.5,80
sbmd,energy,self,self,ACAC,69.91892,2.667254,229.0,64.66342,75.17442,0.5,80
sbmd,energy,self,self,PLPL,47.07595,2.113083,229.0,42.91238,51.23952,0.5,81
sbmd,energy,self,self,ACPL,55.0,2.385252,229.0,50.30015,59.69985,0.5,81
sbmd,energy,self,self,PLAC,61.45455,2.532496,229.0,56.46457,66.44452,0.5,81
sbmd,energy,self,self,ACAC,69.72973,3.087658,229.0,63.64588,75.81358,0.5,81
sbmd,energy,self,self,PLPL,45.17722,2.054223,229.0,41.12962,49.22481,0.5,82
sbmd,energy,self,self,ACPL,53.72581,2.318811,229.0,49.15687,58.29474,0.5,82
sbmd,energy,self,self,PLAC,65.74545,2.461953,229.0,60.89448,70.59643,0.5,82
sbmd,energy,self,self,ACAC,64.37838,3.001652,229.0,58.46399,70.29276,0.5,82
sbmd,energy,self,self,PLPL,44.43038,1.946272,229.0,40.59549,48.26527,0.5,83
sbmd,energy,self,self,ACPL,60.35484,2.196955,229.0,56.02601,64.68367,0.5,83
sbmd,energy,self,self,PLAC,62.38182,2.332575,229.0,57.78577,66.97787,0.5,83
sbmd,energy,self,self,ACAC,72.81081,2.843912,229.0,67.20723,78.41439,0.5,83
sbmd,energy,self,self,PLPL,48.68354,2.056845,229.0,44.63078,52.73631,0.5,84
sbmd,energy,self,self,ACPL,56.5,2.32177,229.0,51.92524,61.07476,0.5,84
sbmd,energy,self,self,PLAC,62.87273,2.465096,229.0,58.01556,67.7299,0.5,84
sbmd,energy,self,self,ACAC,67.27027,3.005483,229.0,61.34834,73.19221,0.5,84
sbmd,energy,self,self,PLPL,49.53165,1.844314,229.0,45.89765,53.16564,0.5,85
sbmd,energy,self,self,ACPL,54.62903,2.081865,229.0,50.52697,58.73109,0.5,85
sbmd,energy,self,self,PLAC,65.70909,2.210381,229.0,61.35381,70.06438,0.5,85
sbmd,energy,self,self,ACAC,70.97297,2.694931,229.0,65.66294,76.283,0.5,85
sbmd,energy,self,self,PLPL,47.35443,2.120575,229.0,43.1761,51.53276,0.5,86
sbmd,energy,self,self,ACPL,56.04839,2.393709,229.0,51.33188,60.7649,0.5,86
sbmd,energy,self,self,PLAC,61.74545,2.541475,229.0,56.73779,66.75312,0.5,86
sbmd,energy,self,self,ACAC,62.59459,3.098605,229.0,56.48917,68.70002,0.5,86
sbmd,energy,self,self,PLPL,45.53165,1.844432,229.0,41.89742,49.16587,0.5,87
sbmd,energy,self,self,ACPL,57.87097,2.081998,229.0,53.76865,61.97329,0.5,87
sbmd,energy,self,self,PLAC,67.29091,2.210522,229.0,62.93535,71.64647,0.5,87
sbmd,energy,self,self,ACAC,68.86486,2.695103,229.0,63.5545,74.17523,0.5,87
sbmd,energy,self,self,PLPL,40.32911,2.060578,229.0,36.269,44.38923,0.5,88
sbmd,energy,self,self,ACPL,51.79032,2.325985,229.0,47.20726,56.37339,0.5,88
sbmd,energy,self,self,PLAC,65.8,2.46957,229.0,60.93402,70.66598,0.5,88
sbmd,energy,self,self,ACAC,66.89189,3.010938,229.0,60.95921,72.82458,0.5,88
sbmd,energy,self,self,PLPL,46.94937,2.075324,229.0,42.8602,51.03854,0.5,89
sbmd,energy,self,self,ACPL,58.24194,2.34263,229.0,53.62607,62.8578,0.5,89
sbmd,energy,self,self,PLAC,63.90909,2.487242,229.0,59.00829,68.8099,0.5,89
sbmd,energy,self,self,ACAC,69.18919,3.032485,229.0,63.21405,75.16433,0.5,89
sbmd,energy,self,self,PLPL,53.79747,2.007508,229.0,49.84192,57.75302,0.5,90
sbmd,energy,self,self,ACPL,53.64516,2.266079,229.0,49.18013,58.11019,0.5,90
sbmd,energy,self,self,PLAC,61.74545,2.405967,229.0,57.00479,66.48612,0.5,90
sbmd,energy,self,self,ACAC,69.97297,2.933392,229.0,64.19308,75.75286,0.5,90
sbmd,energy,self,self,PLPL,47.78481,1.867738,229.0,44.10466,51.46496,0.5,91
sbmd,energy,self,self,ACPL,53.79032,2.108306,229.0,49.63617,57.94448,0.5,91
sbmd,energy,self,self,PLAC,64.76364,2.238453,229.0,60.35304,69.17423,0.5,91
sbmd,energy,self,self,ACAC,71.05405,2.729157,229.0,65.67658,76.43152,0.5,91
sbmd,energy,self,self,PLPL,46.78481,2.112991,229.0,42.62142,50.9482,0.5,92
sbmd,energy,self,self,ACPL,53.12903,2.385148,229.0,48.42939,57.82867,0.5,92
sbmd,energy,self,self,PLAC,65.85455,2.532386,229.0,60.86479,70.8443,0.5,92
sbmd,energy,self,self,ACAC,69.86486,3.087524,229.0,63.78128,75.94845,0.5,92
sbmd,energy,self,self,PLPL,49.11392,2.063378,229.0,45.04829,53.17956,0.5,93
sbmd,energy,self,self,ACPL,58.95161,2.329145,229.0,54.36232,63.54091,0.5,93
sbmd,energy,self,self,PLAC,61.78182,2.472926,229.0,56.90922,66.65441,0.5,93
sbmd,energy,self,self,ACAC,68.08108,3.015029,229.0,62.14034,74.02183,0.5,93
sbmd,energy,self,self,PLPL,45.62025,1.886934,229.0,41.90228,49.33823,0.5,94
sbmd,energy,self,self,ACPL,54.37097,2.129975,229.0,50.17411,58.56782,0.5,94
sbmd,energy,self,self,PLAC,63.0,2.261461,229.0,58.54407,67.45593,0.5,94
sbmd,energy,self,self,ACAC,62.86486,2.757208,229.0,57.43213,68.2976,0.5,94
sbmd,energy,self,self,PLPL,47.06329,1.877085,229.0,43.36473,50.76186,0.5,95
sbmd,energy,self,self,ACPL,54.14516,2.118857,229.0,49.97021,58.32011,0.5,95
sbmd,energy,self,self,PLAC,64.16364,2.249656,229.0,59.73096,68.59631,0.5,95
sbmd,energy,self,self,ACAC,72.24324,2.742816,229.0,66.83886,77.64763,0.5,95
sbmd,energy,self,self,PLPL,49.27778,1.833858,229.0,45.66439,52.89117,0.57143,0
sbmd,energy,self,self,ACPL,53.60377,2.389731,229.0,48.8951,58.31245,0.57143,0
sbmd,energy,self,self,PLAC,63.93617,2.537687,229.0,58.93597,68.93637,0.57143,0
sbmd,energy,self,self,ACAC,72.55814,2.653094,229.0,67.33054,77.78574,0.57143,0
sbmd,energy,self,self,PLPL,47.55556,1.886518,229.0,43.8384,51.27271,0.57143,1
sbmd,energy,self,self,ACPL,56.81132,2.458353,229.0,51.96744,61.6552,0.57143,1
sbmd,energy,self,self,PLAC,61.44681,2.610557,229.0,56.30303,66.59059,0.57143,1
sbmd,energy,self,self,ACAC,69.0,2.729279,229.0,63.62229,74.37771,0.57143,1
sbmd,energy,self,self,PLPL,48.03333,1.901987,229.0,44.2857,51.78097,0.57143,2
sbmd,energy,self,self,ACPL,59.01887,2.478511,229.0,54.13527,63.90247,0.57143,2
sbmd,energy,self,self,PLAC,64.40426,2.631964,229.0,59.21829,69.59022,0.57143,2
sbmd,energy,self,self,ACAC,71.44186,2.751659,229.0,66.02005,76.86367,0.57143,2
sbmd,energy,self,self,PLPL,46.03333,1.887132,229.0,42.31497,49.75169,0.57143,3
sbmd,energy,self,self,ACPL,56.03774,2.459153,229.0,51.19228,60.88319,0.57143,3
sbmd,energy,self,self,PLAC,62.46809,2.611407,229.0,57.32263,67.61354,0.57143,3
sbmd,energy,self,self,ACAC,70.13953,2.730167,229.0,64.76008,75.51899,0.57143,3
sbmd,energy,self,self,PLPL,46.48889,2.0964,229.0,42.35819,50.61959,0.57143,4
sbmd,energy,self,self,ACPL,50.64151,2.731854,229.0,45.25873,56.02429,0.57143,4
sbmd,energy,self,self,PLAC,63.08511,2.900992,229.0,57.36906,68.80115,0.57143,4
sbmd,energy,self,self,ACAC,67.11628,3.032922,229.0,61.14028,73.09228,0.57143,4
sbmd,energy,self,self,PLPL,46.77778,1.772548,229.0,43.28519,50.27037,0.57143,5
sbmd,energy,self,self,ACPL,57.15094,2.309837,229.0,52.59969,61.70219,0.57143,5
sbmd,energy,self,self,PLAC,63.44681,2.452846,229.0,58.61378,68.27984,0.57143,5
sbmd,energy,self,self,ACAC,73.2093,2.564395,229.0,68.15648,78.26213,0.57143,5
sbmd,energy,self,self,PLPL,48.61111,1.820591,229.0,45.02386,52.19836,0.57143,6
sbmd,energy,self,self,ACPL,54.28302,2.372442,229.0,49.60841,58.95763,0.57143,6
sbmd,energy,self,self,PLAC,59.0,2.519328,229.0,54.03597,63.96403,0.57143,6
sbmd,energy,self,self,ACAC,68.48837,2.6339,229.0,63.29859,73.67815,0.57143,6
sbmd,energy,self,self,PLPL,47.76667,1.798358,229.0,44.22322,51.31011,0.57143,7
sbmd,energy,self,self,ACPL,56.16981,2.34347,229.0,51.55229,60.78733,0.57143,7
sbmd,energy,self,self,PLAC,65.80851,2.488562,229.0,60.9051,70.71192,0.57143,7
sbmd,energy,self,self,ACAC,72.34884,2.601736,229.0,67.22244,77.47524,0.57143,7
sbmd,energy,self,self,PLPL,45.85556,2.105397,229.0,41.70713,50.00398,0.57143,8
sbmd,energy,self,self,ACPL,56.39623,2.743578,229.0,50.99034,61.80211,0.57143,8
sbmd,energy,self,self,PLAC,66.2766,2.913442,229.0,60.53602,72.01718,0.57143,8
sbmd,energy,self,self,ACAC,70.53488,3.045938,229.0,64.53324,76.53653,0.57143,8
sbmd,energy,self,self,PLPL,45.7,1.902714,229.0,41.95094,49.44906,0.57143,9
sbmd,energy,self,self,ACPL,53.4717,2.479458,229.0,48.58623,58.35717,0.57143,9
sbmd,energy,self,self,PLAC,67.06383,2.632969,229.0,61.87589,72.25177,0.57143,9
sbmd,energy,self,self,ACAC,70.83721,2.75271,229.0,65.41333,76.26109,0.57143,9
sbmd,energy,self,self,PLPL,45.61111,1.991719,229.0,41.68667,49.53555,0.57143,10
sbmd,energy,self,self,ACPL,55.66038,2.595442,229.0,50.54638,60.77438,0.57143,10
sbmd,energy,self,self,PLAC,62.74468,2.756134,229.0,57.31406,68.17531,0.57143,10
sbmd,energy,self,self,ACAC,69.18605,2.881477,229.0,63.50845,74.86364,0.57143,10
sbmd,energy,self,self,PLPL,44.65556,1.921595,229.0,40.86929,48.44182,0.57143,11
sbmd,energy,self,self,ACPL,55.79245,2.504062,229.0,50.85851,60.7264,0.57143,11
sbmd,energy,self,self,PLAC,63.51064,2.659097,229.0,58.27121,68.75006,0.57143,11
sbmd,energy,self,self,ACAC,68.25581,2.780026,229.0,62.77811,73.73351,0.57143,11
sbmd,energy,self,self,PLPL,43.77778,1.968442,229.0,39.8992,47.65635,0.57143,12
sbmd,energy,self,self,ACPL,55.41509,2.56511,229.0,50.36086,60.46933,0.57143,12
sbmd,energy,self,self,PLAC,63.48936,2.723924,229.0,58.1222,68.85652,0.57143,12
sbmd,energy,self,self,ACAC,67.48837,2.847802,229.0,61.87713,73.09962,0.57143,12
sbmd,energy,self,self,PLPL,48.57778,1.884085,229.0,44.86542,52.29014,0.57143,13
sbmd,energy,self,self,ACPL,51.33962,2.455183,229.0,46.50199,56.17726,0.57143,13
sbmd,energy,self,self,PLAC,64.19149,2.607191,229.0,59.05434,69.32864,0.57143,13
sbmd,energy,self,self,ACAC,74.34884,2.725759,229.0,68.97806,79.71961,0.57143,13
sbmd,energy,self,self,PLPL,48.83333,2.016617,229.0,44.85984,52.80683,0.57143,14
sbmd,energy,self,self,ACPL,52.39623,2.627888,229.0,47.2183,57.57416,0.57143,14
sbmd,energy,self,self,PLAC,60.29787,2.790588,229.0,54.79936,65.79638,0.57143,14
sbmd,energy,self,self,ACAC,70.44186,2.917498,229.0,64.69329,76.19043,0.57143,14
sbmd,energy,self,self,PLPL,47.88889,1.967755,229.0,44.01167,51.76611,0.57143,15
sbmd,energy,self,self,ACPL,58.45283,2.564215,229.0,53.40036,63.5053,0.57143,15
sbmd,energy,self,self,PLAC,62.46809,2.722973,229.0,57.1028,67.83337,0.57143,15
sbmd,energy,self,self,ACAC,70.67442,2.846807,229.0,65.06513,76.2837,0.57143,15
sbmd,energy,self,self,PLPL,49.47778,1.936279,229.0,45.66258,53.29298,0.57143,16
sbmd,energy,self,self,ACPL,59.39623,2.523198,229.0,54.42457,64.36788,0.57143,16
sbmd,energy,self,self,PLAC,62.12766,2.679417,229.0,56.8482,67.40712,0.57143,16
sbmd,energy,self,self,ACAC,71.74419,2.80127,229.0,66.22463,77.26375,0.57143,16
sbmd,energy,self,self,PLPL,50.92222,1.84908,229.0,47.27884,54.56561,0.57143,17
sbmd,energy,self,self,ACPL,55.56604,2.409567,229.0,50.81828,60.31379,0.57143,17
sbmd,energy,self,self,PLAC,62.91489,2.558751,229.0,57.87319,67.9566,0.57143,17
sbmd,energy,self,self,ACAC,68.5814,2.675117,229.0,63.31041,73.85238,0.57143,17
sbmd,energy,self,self,PLPL,47.01111,1.815573,229.0,43.43375,50.58847,0.57143,18
sbmd,energy,self,self,ACPL,56.90566,2.365903,229.0,52.24394,61.56738,0.57143,18
sbmd,energy,self,self,PLAC,67.06383,2.512384,229.0,62.11349,72.01417,0.57143,18
sbmd,energy,self,self,ACAC,70.18605,2.626641,229.0,65.01057,75.36152,0.57143,18
sbmd,energy,self,self,PLPL,44.23333,1.866827,229.0,40.55498,47.91169,0.57143,19
sbmd,energy,self,self,ACPL,57.5283,2.432693,229.0,52.73498,62.32162,0.57143,19
sbmd,energy,self,self,PLAC,63.02128,2.583309,229.0,57.93118,68.11137,0.57143,19
sbmd,energy,self,self,ACAC,71.88372,2.700791,229.0,66.56214,77.2053,0.57143,19
sbmd,energy,self,self,PLPL,46.83333,1.832244,229.0,43.22312,50.44355,0.57143,20
sbmd,energy,self,self,ACPL,56.37736,2.387628,229.0,51.67283,61.08189,0.57143,20
sbmd,energy,self,self,PLAC,66.34043,2.535453,229.0,61.34463,71.33623,0.57143,20
sbmd,energy,self,self,ACAC,70.53488,2.65076,229.0,65.31189,75.75788,0.57143,20
sbmd,energy,self,self,PLPL,49.61111,1.936503,229.0,45.79547,53.42675,0.57143,21
sbmd,energy,self,self,ACPL,56.07547,2.523489,229.0,51.10325,61.0477,0.57143,21
sbmd,energy,self,self,PLAC,64.12766,2.679726,229.0,58.84759,69.40773,0.57143,21
sbmd,energy,self,self,ACAC,72.62791,2.801593,229.0,67.10771,78.1481,0.57143,21
sbmd,energy,self,self,PLPL,46.13333,1.932249,229.0,42.32607,49.94059,0.57143,22
sbmd,energy,self,self,ACPL,52.67925,2.517946,229.0,47.71794,57.64055,0.57143,22
sbmd,energy,self,self,PLAC,63.87234,2.67384,229.0,58.60387,69.14081,0.57143,22
sbmd,energy,self,self,ACAC,71.37209,2.79544,229.0,65.86402,76.88016,0.57143,22
sbmd,energy,self,self,PLPL,46.06667,2.002294,229.0,42.12139,50.01194,0.57143,23
sbmd,energy,self,self,ACPL,56.66038,2.609223,229.0,51.51922,61.80153,0.57143,23
sbmd,energy,self,self,PLAC,64.85106,2.770768,229.0,59.39161,70.31052,0.57143,23
sbmd,energy,self,self,ACAC,70.34884,2.896775,229.0,64.6411,76.05658,0.57143,23
sbmd,energy,self,self,PLPL,44.12222,1.819167,229.0,40.53778,47.70667,0.57143,24
sbmd,energy,self,self,ACPL,53.64151,2.370587,229.0,48.97056,58.31246,0.57143,24
sbmd,energy,self,self,PLAC,64.70213,2.517358,229.0,59.74198,69.66227,0.57143,24
sbmd,energy,self,self,ACAC,73.88372,2.631841,229.0,68.698,79.06944,0.57143,24
sbmd,energy,self,self,PLPL,46.48889,2.036585,229.0,42.47605,50.50173,0.57143,25
sbmd,energy,self,self,ACPL,53.88679,2.653908,229.0,48.65759,59.11599,0.57143,25
sbmd,energy,self,self,PLAC,59.91489,2.81822,229.0,54.36194,65.46785,0.57143,25
sbmd,energy,self,self,ACAC,68.74419,2.946386,229.0,62.93869,74.54968,0.57143,25
sbmd,energy,self,self,PLPL,45.65556,2.047315,229.0,41.62157,49.68954,0.57143,26
sbmd,energy,self,self,ACPL,58.07547,2.66789,229.0,52.81872,63.33222,0.57143,26
sbmd,energy,self,self,PLAC,61.40426,2.833068,229.0,55.82204,66.98647,0.57143,26
sbmd,energy,self,self,ACAC,68.32558,2.961909,229.0,62.4895,74.16166,0.57143,26
sbmd,energy,self,self,PLPL,47.7,1.871561,229.0,44.01232,51.38768,0.57143,27
sbmd,energy,self,self,ACPL,56.62264,2.438862,229.0,51.81716,61.42812,0.57143,27
sbmd,energy,self,self,PLAC,63.02128,2.58986,229.0,57.91828,68.12428,0.57143,27
sbmd,energy,self,self,ACAC,71.7907,2.70764,229.0,66.45563,77.12577,0.57143,27
sbmd,energy,self,self,PLPL,46.17778,1.976083,229.0,42.28415,50.07141,0.57143,28
sbmd,energy,self,self,ACPL,55.32075,2.575066,229.0,50.2469,60.39461,0.57143,28
sbmd,energy,self,self,PLAC,61.68085,2.734497,229.0,56.29286,67.06884,0.57143,28
sbmd,energy,self,self,ACAC,71.2093,2.858855,229.0,65.57628,76.84232,0.57143,28
sbmd,energy,self,self,PLPL,45.38889,1.931831,229.0,41.58245,49.19532,0.57143,29
sbmd,energy,self,self,ACPL,50.64151,2.517401,229.0,45.68128,55.60174,0.57143,29
sbmd,energy,self,self,PLAC,63.08511,2.673261,229.0,57.81777,68.35244,0.57143,29
sbmd,energy,self,self,ACAC,74.27907,2.794834,229.0,68.77219,79.78595,0.57143,29
sbmd,energy,self,self,PLPL,46.53333,1.792688,229.0,43.00106,50.0656,0.57143,30
sbmd,energy,self,self,ACPL,58.62264,2.336081,229.0,54.01968,63.2256,0.57143,30
sbmd,energy,self,self,PLAC,62.23404,2.480715,229.0,57.3461,67.12199,0.57143,30
sbmd,energy,self,self,ACAC,71.23256,2.593532,229.0,66.12232,76.3428,0.57143,30
sbmd,energy,self,self,PLPL,45.54444,2.018797,229.0,41.56665,49.52224,0.57143,31
sbmd,energy,self,self,ACPL,55.71698,2.630728,229.0,50.53345,60.90051,0.57143,31
sbmd,energy,self,self,PLAC,62.14894,2.793605,229.0,56.64448,67.65339,0.57143,31
sbmd,energy,self,self,ACAC,73.16279,2.920651,229.0,67.40801,78.91757,0.57143,31
sbmd,energy,self,self,PLPL,47.81111,1.942711,229.0,43.98324,51.63899,0.57143,32
sbmd,energy,self,self,ACPL,56.71698,2.53158,229.0,51.72881,61.70515,0.57143,32
sbmd,energy,self,self,PLAC,62.31915,2.688318,229.0,57.02215,67.61615,0.57143,32
sbmd,energy,self,self,ACAC,71.0,2.810576,229.0,65.46211,76.53789,0.57143,32
sbmd,energy,self,self,PLPL,45.74444,2.032578,229.0,41.7395,49.74939,0.57143,33
sbmd,energy,self,self,ACPL,59.84906,2.648686,229.0,54.63015,65.06797,0.57143,33
sbmd,energy,self,self,PLAC,63.04255,2.812675,229.0,57.50052,68.58458,0.57143,33
sbmd,energy,self,self,ACAC,70.34884,2.940588,229.0,64.55477,76.14291,0.57143,33
sbmd,energy,self,self,PLPL,43.84444,1.930871,229.0,40.0399,47.64899,0.57143,34
sbmd,energy,self,self,ACPL,53.22642,2.516151,229.0,48.26865,58.18418,0.57143,34
sbmd,energy,self,self,PLAC,59.76596,2.671934,229.0,54.50124,65.03067,0.57143,34
sbmd,energy,self,self,ACAC,69.0,2.793447,229.0,63.49586,74.50414,0.57143,34
sbmd,energy,self,self,PLPL,43.35556,1.852751,229.0,39.70494,47.00617,0.57143,35
sbmd,energy,self,self,ACPL,58.98113,2.414351,229.0,54.22395,63.73831,0.57143,35
sbmd,energy,self,self,PLAC,66.55319,2.563831,229.0,61.50148,71.60491,0.57143,35
sbmd,energy,self,self,ACAC,69.4186,2.680428,229.0,64.13715,74.70006,0.57143,35
sbmd,energy,self,self,PLPL,47.17778,2.052131,229.0,43.13431,51.22125,0.57143,36
sbmd,energy,self,self,ACPL,56.11321,2.674166,229.0,50.84409,61.38232,0.57143,36
sbmd,energy,self,self,PLAC,62.23404,2.839732,229.0,56.6387,67.82939,0.57143,36
sbmd,energy,self,self,ACAC,71.06977,2.968876,229.0,65.21996,76.91957,0.57143,36
sbmd,energy,self,self,PLPL,47.36667,1.8402,229.0,43.74078,50.99255,0.57143,37
sbmd,energy,self,self,ACPL,58.62264,2.397995,229.0,53.89769,63.3476,0.57143,37
sbmd,energy,self,self,PLAC,67.14894,2.546463,229.0,62.13144,72.16643,0.57143,37
sbmd,energy,self,self,ACAC,71.69767,2.66227,229.0,66.452,76.94335,0.57143,37
sbmd,energy,self,self,PLPL,49.28889,1.833812,229.0,45.67559,52.90219,0.57143,38
sbmd,energy,self,self,ACPL,54.41509,2.389672,229.0,49.70654,59.12365,0.57143,38
sbmd,energy,self,self,PLAC,61.95745,2.537624,229.0,56.95737,66.95752,0.57143,38
sbmd,energy,self,self,ACAC,74.32558,2.653029,229.0,69.09811,79.55305,0.57143,38
sbmd,energy,self,self,PLPL,44.15556,1.973074,229.0,40.26785,48.04326,0.57143,39
sbmd,energy,self,self,ACPL,56.15094,2.571146,229.0,51.08482,61.21707,0.57143,39
sbmd,energy,self,self,PLAC,62.93617,2.730334,229.0,57.55638,68.31596,0.57143,39
sbmd,energy,self,self,ACAC,68.34884,2.854503,229.0,62.72439,73.97328,0.57143,39
sbmd,energy,self,self,PLPL,50.47778,1.867678,229.0,46.79775,54.15781,0.57143,40
sbmd,energy,self,self,ACPL,55.49057,2.433802,229.0,50.69506,60.28607,0.57143,40
sbmd,energy,self,self,PLAC,61.6383,2.584487,229.0,56.54588,66.73071,0.57143,40
sbmd,energy,self,self,ACAC,73.76744,2.702023,229.0,68.44344,79.09145,0.57143,40
sbmd,energy,self,self,PLPL,45.08889,1.834718,229.0,41.4738,48.70397,0.57143,41
sbmd,energy,self,self,ACPL,56.49057,2.390851,229.0,51.77969,61.20144,0.57143,41
sbmd,energy,self,self,PLAC,65.78723,2.538876,229.0,60.78469,70.78978,0.57143,41
sbmd,energy,self,self,ACAC,74.48837,2.654338,229.0,69.25832,79.71842,0.57143,41
sbmd,energy,self,self,PLPL,44.11111,1.800255,229.0,40.56393,47.65829,0.57143,42
sbmd,energy,self,self,ACPL,57.0,2.345942,229.0,52.37761,61.62239,0.57143,42
sbmd,energy,self,self,PLAC,65.68085,2.491187,229.0,60.77227,70.58943,0.57143,42
sbmd,energy,self,self,ACAC,73.25581,2.60448,229.0,68.12401,78.38762,0.57143,42
sbmd,energy,self,self,PLPL,49.38889,1.868168,229.0,45.70789,53.06988,0.57143,43
sbmd,energy,self,self,ACPL,54.43396,2.434441,229.0,49.63719,59.23073,0.57143,43
sbmd,energy,self,self,PLAC,62.46809,2.585165,229.0,57.37433,67.56184,0.57143,43
sbmd,energy,self,self,ACAC,69.83721,2.702732,229.0,64.51181,75.16261,0.57143,43
sbmd,energy,self,self,PLPL,44.14444,1.792752,229.0,40.61205,47.67684,0.57143,44
sbmd,energy,self,self,ACPL,55.45283,2.336165,229.0,50.8497,60.05596,0.57143,44
sbmd,energy,self,self,PLAC,63.53191,2.480805,229.0,58.64379,68.42004,0.57143,44
sbmd,energy,self,self,ACAC,65.34884,2.593626,229.0,60.23842,70.45926,0.57143,44
sbmd,energy,self,self,PLPL,49.95556,1.944538,229.0,46.12408,53.78703,0.57143,45
sbmd,energy,self,self,ACPL,58.13208,2.53396,229.0,53.13922,63.12493,0.57143,45
sbmd,energy,self,self,PLAC,63.34043,2.690845,229.0,58.03844,68.64241,0.57143,45
sbmd,energy,self,self,ACAC,65.72093,2.813218,229.0,60.17783,71.26403,0.57143,45
sbmd,energy,self,self,PLPL,48.5,1.92038,229.0,44.71613,52.28387,0.57143,46
sbmd,energy,self,self,ACPL,54.37736,2.502479,229.0,49.44653,59.30819,0.57143,46
sbmd,energy,self,self,PLAC,64.59574,2.657416,229.0,59.35963,69.83186,0.57143,46
sbmd,energy,self,self,ACAC,75.81395,2.778268,229.0,70.33972,81.28819,0.57143,46
sbmd,energy,self,self,PLPL,47.56667,1.926215,229.0,43.7713,51.36204,0.57143,47
sbmd,energy,self,self,ACPL,59.83019,2.510083,229.0,54.88438,64.776,0.57143,47
sbmd,energy,self,self,PLAC,60.04255,2.665491,229.0,54.79053,65.29458,0.57143,47
sbmd,energy,self,self,ACAC,68.95349,2.786711,229.0,63.46262,74.44436,0.57143,47
sbmd,energy,self,self,PLPL,46.67778,1.868657,229.0,42.99582,50.35974,0.57143,48
sbmd,energy,self,self,ACPL,56.90566,2.435078,229.0,52.10764,61.70368,0.57143,48
sbmd,energy,self,self,PLAC,61.7234,2.585842,229.0,56.62832,66.81849,0.57143,48
sbmd,energy,self,self,ACAC,72.37209,2.703439,229.0,67.0453,77.69889,0.57143,48
sbmd,energy,self,self,PLPL,43.26667,1.946312,229.0,39.4317,47.10163,0.57143,49
sbmd,energy,self,self,ACPL,54.39623,2.536271,229.0,49.39882,59.39364,0.57143,49
sbmd,energy,self,self,PLAC,65.55319,2.6933,229.0,60.24637,70.86001,0.57143,49
sbmd,energy,self,self,ACAC,67.67442,2.815784,229.0,62.12626,73.22258,0.57143,49
