study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id
sbmd,PANAS,self,self,ACPL,13.17045,0.9419653,229.0,11.31443,15.02648,0.28571,25
sbmd,PANAS,self,self,PLAC,18.83333,1.000527,229.0,16.86192,20.80475,0.28571,25
sbmd,PANAS,self,self,ACAC,21.27273,1.883931,229.0,17.56067,24.98478,0.28571,25
sbmd,PANAS,self,self,PLPL,10.24444,1.459936,229.0,7.36782,13.12107,0.28571,26
sbmd,PANAS,self,self,ACPL,11.09091,1.043996,229.0,9.033844,13.14797,0.28571,26
sbmd,PANAS,self,self,PLAC,17.26923,1.108901,229.0,15.08428,19.45418,0.28571,26
sbmd,PANAS,self,self,ACAC,22.18182,2.087991,229.0,18.06769,26.29595,0.28571,26
sbmd,PANAS,self,self,PLPL,9.6,1.266174,229.0,7.105159,12.09484,0.28571,27
sbmd,PANAS,self,self,ACPL,13.55682,0.9054375,229.0,11.77276,15.34087,0.28571,27
sbmd,PANAS,self,self,PLAC,17.76923,0.9617285,229.0,15.87426,19.6642,0.28571,27
sbmd,PANAS,self,self,ACAC,19.13636,1.810875,229.0,15.56826,22.70447,0.28571,27
sbmd,PANAS,self,self,PLPL,11.95556,1.425647,229.0,9.146493,14.76462,0.28571,28
sbmd,PANAS,self,self,ACPL,10.54545,1.019476,229.0,8.536702,12.55421,0.28571,28
sbmd,PANAS,self,self,PLAC,18.41026,1.082857,229.0,16.27662,20.54389,0.28571,28
sbmd,PANAS,self,self,ACAC,21.0,2.038952,229.0,16.9825,25.0175,0.28571,28
sbmd,PANAS,self,self,PLPL,9.866667,1.38208,229.0,7.143448,12.58989,0.28571,29
sbmd,PANAS,self,self,ACPL,13.38636,0.988321,229.0,11.439,15.33373,0.28571,29
sbmd,PANAS,self,self,PLAC,17.46154,1.049765,229.0,15.39311,19.52997,0.28571,29
sbmd,PANAS,self,self,ACAC,21.86364,1.976642,229.0,17.96891,25.75837,0.28571,29
sbmd,PANAS,self,self,PLPL,6.844444,1.383556,229.0,4.118316,9.570573,0.28571,30
sbmd,PANAS,self,self,ACPL,12.61364,0.989377,229.0,10.66419,14.56308,0.28571,30
sbmd,PANAS,self,self,PLAC,19.32051,1.050887,229.0,17.24987,21.39116,0.28571,30
sbmd,PANAS,self,self,ACAC,20.72727,1.978754,229.0,16.82838,24.62616,0.28571,30
sbmd,PANAS,self,self,PLPL,10.62222,1.426882,229.0,7.810726,13.43372,0.28571,31
sbmd,PANAS,self,self,ACPL,13.59091,1.020359,229.0,11.58042,15.6014,0.28571,31
sbmd,PANAS,self,self,PLAC,19.38462,1.083795,229.0,17.24913,21.5201,0.28571,31
sbmd,PANAS,self,self,ACAC,18.13636,2.040718,229.0,14.11538,22.15735,0.28571,31
sbmd,PANAS,self,self,PLPL,12.68889,1.345332,229.0,10.03808,15.3397,0.28571,32
sbmd,PANAS,self,self,ACPL,12.125,0.9620427,229.0,10.22941,14.02059,0.28571,32
sbmd,PANAS,self,self,PLAC,17.19231,1.021853,229.0,15.17887,19.20574,0.28571,32
sbmd,PANAS,self,self,ACAC,19.09091,1.924085,229.0,15.29973,22.88208,0.28571,32
sbmd,PANAS,self,self,PLPL,13.71111,1.340176,229.0,11.07046,16.35176,0.28571,33
sbmd,PANAS,self,self,ACPL,11.625,0.958356,229.0,9.736677,13.51332,0.28571,33
sbmd,PANAS,self,self,PLAC,16.53846,1.017937,229.0,14.53274,18.54418,0.28571,33
sbmd,PANAS,self,self,ACAC,17.81818,1.916712,229.0,14.04154,21.59483,0.28571,33
sbmd,PANAS,self,self,PLPL,9.511111,1.339863,229.0,6.871076,12.15115,0.28571,34
sbmd,PANAS,self,self,ACPL,15.20455,0.9581318,229.0,13.31666,17.09243,0.28571,34
sbmd,PANAS,self,self,PLAC,18.67949,1.017699,229.0,16.67424,20.68474,0.28571,34
sbmd,PANAS,self,self,ACAC,19.40909,1.916264,229.0,15.63333,23.18485,0.28571,34
sbmd,PANAS,self,self,PLPL,11.6,1.398199,229.0,8.84502,14.35498,0.28571,35
sbmd,PANAS,self,self,ACPL,12.52273,0.9998478,229.0,10.55265,14.4928,0.28571,35
sbmd,PANAS,self,self,PLAC,17.71795,1.062008,229.0,15.62539,19.81051,0.28571,35
sbmd,PANAS,self,self,ACAC,20.40909,1.999696,229.0,16.46894,24.34925,0.28571,35
sbmd,PANAS,self,self,PLPL,13.28889,1.402598,229.0,10.52524,16.05254,0.28571,36
sbmd,PANAS,self,self,ACPL,12.96591,1.002994,229.0,10.98963,14.94218,0.28571,36
sbmd,PANAS,self,self,PLAC,18.58974,1.06535,229.0,16.4906,20.68888,0.28571,36
sbmd,PANAS,self,self,ACAC,21.09091,2.005987,229.0,17.13836,25.04346,0.28571,36
sbmd,PANAS,self,self,PLPL,10.6,1.346162,229.0,7.947553,13.25245,0.28571,37
sbmd,PANAS,self,self,ACPL,12.625,0.9626364,229.0,10.72824,14.52176,0.28571,37
sbmd,PANAS,self,self,PLAC,19.51282,1.022484,229.0,17.49814,21.5275,0.28571,37
sbmd,PANAS,self,self,ACAC,18.40909,1.925273,229.0,14.61558,22.2026,0.28571,37
sbmd,PANAS,self,self,PLPL,12.13333,1.483016,229.0,9.211231,15.05544,0.28571,38
sbmd,PANAS,self,self,ACPL,10.96591,1.060501,229.0,8.876323,13.0555,0.28571,38
sbmd,PANAS,self,self,PLAC,17.82051,1.126432,229.0,15.60102,20.04001,0.28571,38
sbmd,PANAS,self,self,ACAC,21.86364,2.121001,229.0,17.68446,26.04281,0.28571,38
sbmd,PANAS,self,self,PLPL,11.35556,1.405158,229.0,8.586864,14.12425,0.28571,39
sbmd,PANAS,self,self,ACPL,11.78409,1.004824,229.0,9.804208,13.76397,0.28571,39
sbmd,PANAS,self,self,PLAC,18.08974,1.067294,229.0,15.98677,20.19272,0.28571,39
sbmd,PANAS,self,self,ACAC,20.40909,2.009648,229.0,16.44933,24.36886,0.28571,39
sbmd,PANAS,self,self,PLPL,7.955556,1.338508,229.0,5.31819,10.59292,0.28571,40
sbmd,PANAS,self,self,ACPL,13.84091,0.9571629,229.0,11.95494,15.72688,0.28571,40
sbmd,PANAS,self,self,PLAC,17.66667,1.01667,229.0,15.66344,19.66989,0.28571,40
sbmd,PANAS,self,self,ACAC,18.45455,1.914326,229.0,14.6826,22.22649,0.28571,40
sbmd,PANAS,self,self,PLPL,11.33333,1.265074,229.0,8.840661,13.82601,0.28571,41
sbmd,PANAS,self,self,ACPL,12.47727,0.9046504,229.0,10.69477,14.25978,0.28571,41
sbmd,PANAS,self,self,PLAC,18.66667,0.9608925,229.0,16.77335,20.55999,0.28571,41
sbmd,PANAS,self,self,ACAC,21.04545,1.809301,229.0,17.48045,24.61046,0.28571,41
sbmd,PANAS,self,self,PLPL,10.42222,1.426144,229.0,7.61218,13.23226,0.28571,42
sbmd,PANAS,self,self,ACPL,12.47727,1.019831,229.0,10.46782,14.48672,0.28571,42
sbmd,PANAS,self,self,PLAC,18.4359,1.083234,229.0,16.30152,20.57028,0.28571,42
sbmd,PANAS,self,self,ACAC,18.36364,2.039662,229.0,14.34473,22.38254,0.28571,42
sbmd,PANAS,self,self,PLPL,10.02222,1.272827,229.0,7.514272,12.53017,0.28571,43
sbmd,PANAS,self,self,ACPL,14.46591,0.9101949,229.0,12.67248,16.25934,0.28571,43
sbmd,PANAS,self,self,PLAC,18.58974,0.9667817,229.0,16.68482,20.49467,0.28571,43
sbmd,PANAS,self,self,ACAC,19.81818,1.82039,229.0,16.23133,23.40504,0.28571,43
sbmd,PANAS,self,self,PLPL,12.4,1.274615,229.0,9.888527,14.91147,0.28571,44
sbmd,PANAS,self,self,ACPL,12.82955,0.9114736,229.0,11.0336,14.62549,0.28571,44
sbmd,PANAS,self,self,PLAC,19.20513,0.9681399,229.0,17.29753,21.11273,0.28571,44
sbmd,PANAS,self,self,ACAC,17.0,1.822947,229.0,13.40811,20.59189,0.28571,44
sbmd,PANAS,self,self,PLPL,10.37778,1.37765,229.0,7.663288,13.09227,0.28571,45
sbmd,PANAS,self,self,ACPL,11.20455,0.985153,229.0,9.263422,13.14567,0.28571,45
sbmd,PANAS,self,self,PLAC,17.34615,1.0464,229.0,15.28435,19.40796,0.28571,45
sbmd,PANAS,self,self,ACAC,22.5,1.970306,229.0,18.61775,26.38225,0.28571,45
sbmd,PANAS,self,self,PLPL,9.177778,1.453379,229.0,6.314072,12.04148,0.28571,46
sbmd,PANAS,self,self,ACPL,10.25,1.039307,229.0,8.202173,12.29783,0.28571,46
sbmd,PANAS,self,self,PLAC,17.33333,1.103921,229.0,15.15819,19.50847,0.28571,46
sbmd,PANAS,self,self,ACAC,18.04545,2.078614,229.0,13.9498,22.14111,0.28571,46
sbmd,PANAS,self,self,PLPL,12.35556,1.419155,229.0,9.559284,15.15183,0.28571,47
sbmd,PANAS,self,self,ACPL,10.70455,1.014834,229.0,8.70494,12.70415,0.28571,47
sbmd,PANAS,self,self,PLAC,17.21795,1.077926,229.0,15.09403,19.34187,0.28571,47
sbmd,PANAS,self,self,ACAC,20.72727,2.029667,229.0,16.72806,24.72648,0.28571,47
sbmd,PANAS,self,self,PLPL,7.4,1.280731,229.0,4.876476,9.923524,0.28571,48
sbmd,PANAS,self,self,ACPL,15.40909,0.9158472,229.0,13.60453,17.21366,0.28571,48
sbmd,PANAS,self,self,PLAC,17.17949,0.9727854,229.0,15.26273,19.09624,0.28571,48
sbmd,PANAS,self,self,ACAC,19.45455,1.831694,229.0,15.84542,23.06367,0.28571,48
sbmd,PANAS,self,self,PLPL,10.75556,1.438194,229.0,7.921771,13.58934,0.28571,49
sbmd,PANAS,self,self,ACPL,12.76136,1.028448,229.0,10.73493,14.78779,0.28571,49
sbmd,PANAS,self,self,PLAC,17.87179,1.092387,229.0,15.71938,20.02421,0.28571,49
sbmd,PANAS,self,self,ACAC,21.22727,2.056896,229.0,17.17441,25.28013,0.28571,49
sbmd,PANAS,self,self,PLPL,12.64444,1.403616,229.0,9.878792,15.4101,0.28571,50
sbmd,PANAS,self,self,ACPL,11.94318,1.003721,229.0,9.965472,13.92089,0.28571,50
sbmd,PANAS,self,self,PLAC,18.25641,1.066123,229.0,16.15575,20.35707,0.28571,50
sbmd,PANAS,self,self,ACAC,18.27273,2.007443,229.0,14.31731,22.22815,0.28571,50
sbmd,PANAS,self,self,PLPL,10.57778,1.345175,229.0,7.927275,13.22828,0.28571,51
sbmd,PANAS,self,self,ACPL,13.10227,0.9619308,229.0,11.20691,14.99764,0.28571,51
sbmd,PANAS,self,self,PLAC,18.20513,1.021734,229.0,16.19193,20.21833,0.28571,51
sbmd,PANAS,self,self,ACAC,17.63636,1.923862,229.0,13.84563,21.4271,0.28571,51
sbmd,PANAS,self,self,PLPL,10.64444,1.43124,229.0,7.824362,13.46453,0.28571,52
sbmd,PANAS,self,self,ACPL,12.31818,1.023475,229.0,10.30155,14.33481,0.28571,52
sbmd,PANAS,self,self,PLAC,17.48718,1.087105,229.0,15.34517,19.62919,0.28571,52
sbmd,PANAS,self,self,ACAC,21.27273,2.046951,229.0,17.23946,25.30599,0.28571,52
sbmd,PANAS,self,self,PLPL,11.44444,1.409897,229.0,8.666416,14.22247,0.28571,53
sbmd,PANAS,self,self,ACPL,11.42045,1.008213,229.0,9.433895,13.40701,0.28571,53
sbmd,PANAS,self,self,PLAC,18.85897,1.070893,229.0,16.74891,20.96904,0.28571,53
sbmd,PANAS,self,self,ACAC,19.72727,2.016426,229.0,15.75415,23.70039,0.28571,53
sbmd,PANAS,self,self,PLPL,10.08889,1.401202,229.0,7.327993,12.84979,0.28571,54
sbmd,PANAS,self,self,ACPL,13.85227,1.001995,229.0,11.87796,15.82658,0.28571,54
sbmd,PANAS,self,self,PLAC,17.10256,1.064289,229.0,15.00551,19.19962,0.28571,54
sbmd,PANAS,self,self,ACAC,18.86364,2.00399,229.0,14.91502,22.81225,0.28571,54
sbmd,PANAS,self,self,PLPL,11.53333,1.368905,229.0,8.836074,14.23059,0.28571,55
sbmd,PANAS,self,self,ACPL,11.59091,0.9788998,229.0,9.662107,13.51971,0.28571,55
sbmd,PANAS,self,self,PLAC,17.98718,1.039758,229.0,15.93846,20.0359,0.28571,55
sbmd,PANAS,self,self,ACAC,20.63636,1.9578,229.0,16.77876,24.49397,0.28571,55
sbmd,PANAS,self,self,PLPL,12.35556,1.417355,229.0,9.562831,15.14828,0.28571,56
sbmd,PANAS,self,self,ACPL,13.85227,1.013547,229.0,11.8552,15.84934,0.28571,56
sbmd,PANAS,self,self,PLAC,17.16667,1.076559,229.0,15.04544,19.28789,0.28571,56
sbmd,PANAS,self,self,ACAC,15.45455,2.027093,229.0,11.46041,19.44868,0.28571,56
sbmd,PANAS,self,self,PLPL,9.666667,1.353024,229.0,7.0007,12.33263,0.28571,57
sbmd,PANAS,self,self,ACPL,10.18182,0.967543,229.0,8.275393,12.08824,0.28571,57
sbmd,PANAS,self,self,PLAC,18.87179,1.027695,229.0,16.84685,20.89674,0.28571,57
sbmd,PANAS,self,self,ACAC,20.81818,1.935086,229.0,17.00533,24.63103,0.28571,57
sbmd,PANAS,self,self,PLPL,12.62222,1.353861,229.0,9.954606,15.28984,0.28571,58
sbmd,PANAS,self,self,ACPL,13.80682,0.9681417,229.0,11.89921,15.71442,0.28571,58
sbmd,PANAS,self,self,PLAC,18.41026,1.028331,229.0,16.38406,20.43646,0.28571,58
sbmd,PANAS,self,self,ACAC,19.18182,1.936283,229.0,15.36661,22.99703,0.28571,58
sbmd,PANAS,self,self,PLPL,12.13333,1.372328,229.0,9.42933,14.83734,0.28571,59
sbmd,PANAS,self,self,ACPL,11.59091,0.9813475,229.0,9.657284,13.52453,0.28571,59
sbmd,PANAS,self,self,PLAC,17.85897,1.042358,229.0,15.80514,19.91281,0.28571,59
sbmd,PANAS,self,self,ACAC,18.40909,1.962695,229.0,14.54184,22.27634,0.28571,59
sbmd,PANAS,self,self,PLPL,12.62222,1.431041,229.0,9.802532,15.44191,0.28571,60
sbmd,PANAS,self,self,ACPL,10.76136,1.023333,229.0,8.745012,12.77772,0.28571,60
sbmd,PANAS,self,self,PLAC,19.92308,1.086953,229.0,17.78137,22.06479,0.28571,60
sbmd,PANAS,self,self,ACAC,19.81818,2.046666,229.0,15.78548,23.85089,0.28571,60
sbmd,PANAS,self,self,PLPL,10.51111,1.436139,229.0,7.681375,13.34085,0.28571,61
sbmd,PANAS,self,self,ACPL,12.82955,1.026979,229.0,10.80601,14.85308,0.28571,61
sbmd,PANAS,self,self,PLAC,17.46154,1.090826,229.0,15.3122,19.61088,0.28571,61
sbmd,PANAS,self,self,ACAC,13.95455,2.053958,229.0,9.907474,18.00162,0.28571,61
sbmd,PANAS,self,self,PLPL,11.66667,1.453276,229.0,8.803164,14.53017,0.28571,62
sbmd,PANAS,self,self,ACPL,11.47727,1.039233,229.0,9.429591,13.52495,0.28571,62
sbmd,PANAS,self,self,PLAC,18.38462,1.103842,229.0,16.20963,20.5596,0.28571,62
sbmd,PANAS,self,self,ACAC,21.22727,2.078467,229.0,17.13191,25.32264,0.28571,62
sbmd,PANAS,self,self,PLPL,13.57778,1.359557,229.0,10.89894,16.25662,0.28571,63
sbmd,PANAS,self,self,ACPL,13.51136,0.9722154,229.0,11.59573,15.42699,0.28571,63
sbmd,PANAS,self,self,PLAC,19.48718,1.032658,229.0,17.45245,21.52191,0.28571,63
sbmd,PANAS,self,self,ACAC,18.81818,1.944431,229.0,14.98692,22.64944,0.28571,63
sbmd,PANAS,self,self,PLPL,10.33333,1.450196,229.0,7.475899,13.19077,0.28571,64
sbmd,PANAS,self,self,ACPL,13.0,1.037031,229.0,10.95666,15.04334,0.28571,64
sbmd,PANAS,self,self,PLAC,18.4359,1.101503,229.0,16.26552,20.60627,0.28571,64
sbmd,PANAS,self,self,ACAC,18.04545,2.074062,229.0,13.95877,22.13214,0.28571,64
sbmd,PANAS,self,self,PLPL,11.66667,1.266763,229.0,9.170666,14.16267,0.28571,65
sbmd,PANAS,self,self,ACPL,14.43182,0.9058583,229.0,12.64694,16.2167,0.28571,65
sbmd,PANAS,self,self,PLAC,18.64103,0.9621755,229.0,16.74518,20.53687,0.28571,65
sbmd,PANAS,self,self,ACAC,20.31818,1.811717,229.0,16.74842,23.88795,0.28571,65
sbmd,PANAS,self,self,PLPL,12.31111,1.260572,229.0,9.827308,14.79491,0.28571,66
sbmd,PANAS,self,self,ACPL,14.32955,0.9014313,229.0,12.55339,16.10571,0.28571,66
sbmd,PANAS,self,self,PLAC,17.87179,0.9574733,229.0,15.98521,19.75838,0.28571,66
sbmd,PANAS,self,self,ACAC,18.18182,1.802863,229.0,14.6295,21.73414,0.28571,66
sbmd,PANAS,self,self,PLPL,13.93333,1.4021,229.0,11.17067,16.696,0.28571,67
sbmd,PANAS,self,self,ACPL,11.76136,1.002638,229.0,9.785789,13.73694,0.28571,67
sbmd,PANAS,self,self,PLAC,18.15385,1.064971,229.0,16.05545,20.25224,0.28571,67
sbmd,PANAS,self,self,ACAC,18.5,2.005275,229.0,14.54885,22.45115,0.28571,67
sbmd,PANAS,self,self,PLPL,10.06667,1.461961,229.0,7.186052,12.94728,0.28571,68
sbmd,PANAS,self,self,ACPL,11.10227,1.045444,229.0,9.042354,13.16219,0.28571,68
sbmd,PANAS,self,self,PLAC,19.92308,1.110439,229.0,17.73509,22.11106,0.28571,68
sbmd,PANAS,self,self,ACAC,21.31818,2.090888,229.0,17.19834,25.43802,0.28571,68
sbmd,PANAS,self,self,PLPL,10.44444,1.31416,229.0,7.855053,13.03384,0.28571,69
sbmd,PANAS,self,self,ACPL,12.68182,0.9397518,229.0,10.83015,14.53348,0.28571,69
sbmd,PANAS,self,self,PLAC,19.46154,0.9981762,229.0,17.49475,21.42832,0.28571,69
sbmd,PANAS,self,self,ACAC,18.40909,1.879504,229.0,14.70576,22.11242,0.28571,69
sbmd,PANAS,self,self,PLPL,12.84444,1.481553,229.0,9.925226,15.76366,0.28571,70
sbmd,PANAS,self,self,ACPL,11.34091,1.059454,229.0,9.253385,13.42843,0.28571,70
sbmd,PANAS,self,self,PLAC,17.61538,1.12532,229.0,15.39808,19.83269,0.28571,70
sbmd,PANAS,self,self,ACAC,18.40909,2.118908,229.0,14.23404,22.58414,0.28571,70
sbmd,PANAS,self,self,PLPL,12.6,1.418277,229.0,9.805459,15.39454,0.28571,71
sbmd,PANAS,self,self,ACPL,13.77273,1.014206,229.0,11.77436,15.7711,0.28571,71
sbmd,PANAS,self,self,PLAC,17.42308,1.077259,229.0,15.30047,19.54568,0.28571,71
sbmd,PANAS,self,self,ACAC,19.59091,2.028411,229.0,15.59417,23.58764,0.28571,71
sbmd,PANAS,self,self,PLPL,11.31111,1.40252,229.0,8.547618,14.0746,0.28571,72
sbmd,PANAS,self,self,ACPL,12.90909,1.002938,229.0,10.93293,14.88526,0.28571,72
sbmd,PANAS,self,self,PLAC,16.44872,1.06529,229.0,14.34969,18.54774,0.28571,72
sbmd,PANAS,self,self,ACAC,19.27273,2.005875,229.0,15.3204,23.22506,0.28571,72
sbmd,PANAS,self,self,PLPL,10.24444,1.271504,229.0,7.739102,12.74979,0.28571,73
sbmd,PANAS,self,self,ACPL,13.13636,0.9092485,229.0,11.3448,14.92793,0.28571,73
sbmd,PANAS,self,self,PLAC,18.74359,0.9657765,229.0,16.84065,20.64653,0.28571,73
sbmd,PANAS,self,self,ACAC,15.68182,1.818497,229.0,12.09869,19.26494,0.28571,73
sbmd,PANAS,self,self,PLPL,10.31111,1.370386,229.0,7.610934,13.01129,0.28571,74
sbmd,PANAS,self,self,ACPL,15.97727,0.9799586,229.0,14.04638,17.90816,0.28571,74
sbmd,PANAS,self,self,PLAC,18.15385,1.040883,229.0,16.10291,20.20478,0.28571,74
sbmd,PANAS,self,self,ACAC,16.86364,1.959917,229.0,13.00186,20.72541,0.28571,74
sbmd,PANAS,self,self,PLPL,10.2,1.381745,229.0,7.47744,12.92256,0.28571,75
sbmd,PANAS,self,self,ACPL,13.875,0.9880819,229.0,11.92811,15.82189,0.28571,75
sbmd,PANAS,self,self,PLAC,18.08974,1.049511,229.0,16.02181,20.15768,0.28571,75
sbmd,PANAS,self,self,ACAC,20.40909,1.976164,229.0,16.5153,24.30288,0.28571,75
sbmd,PANAS,self,self,PLPL,11.46667,1.382631,229.0,8.742362,14.19097,0.28571,76
sbmd,PANAS,self,self,ACPL,12.75,0.988715,229.0,10.80186,14.69814,0.28571,76
sbmd,PANAS,self,self,PLAC,18.70513,1.050183,229.0,16.63587,20.77439,0.28571,76
sbmd,PANAS,self,self,ACAC,20.09091,1.97743,229.0,16.19463,23.98719,0.28571,76
sbmd,PANAS,self,self,PLPL,10.57778,1.369147,229.0,7.880041,13.27551,0.28571,77
sbmd,PANAS,self,self,ACPL,12.64773,0.979073,229.0,10.71858,14.57687,0.28571,77
sbmd,PANAS,self,self,PLAC,18.38462,1.039942,229.0,16.33554,20.43369,0.28571,77
sbmd,PANAS,self,self,ACAC,18.77273,1.958146,229.0,14.91444,22.63101,0.28571,77
sbmd,PANAS,self,self,PLPL,11.84444,1.340217,229.0,9.203712,14.48518,0.28571,78
sbmd,PANAS,self,self,ACPL,12.54545,0.9583849,229.0,10.65707,14.43383,0.28571,78
sbmd,PANAS,self,self,PLAC,19.38462,1.017968,229.0,17.37883,21.3904,0.28571,78
sbmd,PANAS,self,self,ACAC,19.45455,1.91677,229.0,15.67779,23.23131,0.28571,78
sbmd,PANAS,self,self,PLPL,10.51111,1.36183,229.0,7.827793,13.19443,0.28571,79
sbmd,PANAS,self,self,ACPL,12.28409,0.9738402,229.0,10.36526,14.20292,0.28571,79
sbmd,PANAS,self,self,PLAC,17.67949,1.034384,229.0,15.64136,19.71761,0.28571,79
sbmd,PANAS,self,self,ACAC,22.40909,1.94768,229.0,18.57143,26.24676,0.28571,79
sbmd,PANAS,self,self,PLPL,12.2,1.320973,229.0,9.597185,14.80282,0.28571,80
sbmd,PANAS,self,self,ACPL,10.23864,0.9446237,229.0,8.377371,12.0999,0.28571,80
sbmd,PANAS,self,self,PLAC,20.14103,1.003351,229.0,18.16405,22.11801,0.28571,80
sbmd,PANAS,self,self,ACAC,18.18182,1.889247,229.0,14.45929,21.90435,0.28571,80
sbmd,PANAS,self,self,PLPL,12.6,1.3465,229.0,9.946888,15.25311,0.28571,81
sbmd,PANAS,self,self,ACPL,13.51136,0.9628777,229.0,11.61413,15.4086,0.28571,81
sbmd,PANAS,self,self,PLAC,19.01282,1.02274,229.0,16.99764,21.028,0.28571,81
sbmd,PANAS,self,self,ACAC,19.09091,1.925755,229.0,15.29644,22.88537,0.28571,81
sbmd,PANAS,self,self,PLPL,10.97778,1.386967,229.0,8.244929,13.71063,0.28571,82
sbmd,PANAS,self,self,ACPL,11.30682,0.9918161,229.0,9.352566,13.26107,0.28571,82
sbmd,PANAS,self,self,PLAC,17.47436,1.053477,229.0,15.39861,19.55011,0.28571,82
sbmd,PANAS,self,self,ACAC,19.27273,1.983632,229.0,15.36422,23.18123,0.28571,82
sbmd,PANAS,self,self,PLPL,11.86667,1.366878,229.0,9.173402,14.55993,0.28571,83
sbmd,PANAS,self,self,ACPL,11.5,0.9774499,229.0,9.574055,13.42595,0.28571,83
sbmd,PANAS,self,self,PLAC,16.24359,1.038218,229.0,14.19791,18.28927,0.28571,83
sbmd,PANAS,self,self,ACAC,19.09091,1.9549,229.0,15.23902,22.9428,0.28571,83
sbmd,PANAS,self,self,PLPL,12.08889,1.40521,229.0,9.320095,14.85768,0.28571,84
sbmd,PANAS,self,self,ACPL,13.61364,1.004861,229.0,11.63368,15.59359,0.28571,84
sbmd,PANAS,self,self,PLAC,18.07692,1.067334,229.0,15.97387,20.17997,0.28571,84
sbmd,PANAS,self,self,ACAC,20.27273,2.009723,229.0,16.31282,24.23264,0.28571,84
sbmd,PANAS,self,self,PLPL,8.977778,1.328362,229.0,6.360404,11.59515,0.28571,85
sbmd,PANAS,self,self,ACPL,12.26136,0.9499075,229.0,10.38969,14.13304,0.28571,85
sbmd,PANAS,self,self,PLAC,19.79487,1.008963,229.0,17.80683,21.78291,0.28571,85
sbmd,PANAS,self,self,ACAC,17.95455,1.899815,229.0,14.21119,21.6979,0.28571,85
sbmd,PANAS,self,self,PLPL,10.28889,1.377025,229.0,7.575629,13.00215,0.28571,86
sbmd,PANAS,self,self,ACPL,13.22727,0.9847067,229.0,11.28703,15.16752,0.28571,86
sbmd,PANAS,self,self,PLAC,17.9359,1.045926,229.0,15.87503,19.99677,0.28571,86
sbmd,PANAS,self,self,ACAC,18.04545,1.969413,229.0,14.16497,21.92594,0.28571,86
sbmd,PANAS,self,self,PLPL,12.82222,1.370997,229.0,10.12084,15.5236,0.28571,87
sbmd,PANAS,self,self,ACPL,11.45455,0.9803954,229.0,9.522797,13.38629,0.28571,87
sbmd,PANAS,self,self,PLAC,18.19231,1.041347,229.0,16.14046,20.24415,0.28571,87
sbmd,PANAS,self,self,ACAC,18.36364,1.960791,229.0,14.50014,22.22713,0.28571,87
sbmd,PANAS,self,self,PLPL,10.66667,1.449848,229.0,7.809919,13.52341,0.28571,88
sbmd,PANAS,self,self,ACPL,12.98864,1.036782,229.0,10.94578,15.03149,0.28571,88
sbmd,PANAS,self,self,PLAC,19.25641,1.101239,229.0,17.08655,21.42627,0.28571,88
sbmd,PANAS,self,self,ACAC,18.22727,2.073564,229.0,14.14157,22.31298,0.28571,88
sbmd,PANAS,self,self,PLPL,10.93333,1.309957,229.0,8.352224,13.51444,0.28571,89
sbmd,PANAS,self,self,ACPL,14.43182,0.9367462,229.0,12.58607,16.27756,0.28571,89
sbmd,PANAS,self,self,PLAC,18.42308,0.9949837,229.0,16.46258,20.38357,0.28571,89
sbmd,PANAS,self,self,ACAC,20.09091,1.873492,229.0,16.39942,23.7824,0.28571,89
sbmd,PANAS,self,self,PLPL,12.73333,1.32159,229.0,10.1293,15.33736,0.28571,90
sbmd,PANAS,self,self,ACPL,12.25,0.9450646,229.0,10.38787,14.11213,0.28571,90
sbmd,PANAS,self,self,PLAC,20.07692,1.003819,229.0,18.09902,22.05483,0.28571,90
sbmd,PANAS,self,self,ACAC,21.22727,1.890129,229.0,17.503,24.95154,0.28571,90
sbmd,PANAS,self,self,PLPL,10.2,1.328615,229.0,7.582126,12.81787,0.28571,91
sbmd,PANAS,self,self,ACPL,11.52273,0.9500888,229.0,9.650694,13.39476,0.28571,91
sbmd,PANAS,self,self,PLAC,17.15385,1.009156,229.0,15.16543,19.14226,0.28571,91
sbmd,PANAS,self,self,ACAC,19.81818,1.900178,229.0,16.07411,23.56225,0.28571,91
sbmd,PANAS,self,self,PLPL,13.57778,1.431435,229.0,10.75731,16.39825,0.28571,92
sbmd,PANAS,self,self,ACPL,13.04545,1.023615,229.0,11.02855,15.06236,0.28571,92
sbmd,PANAS,self,self,PLAC,18.14103,1.087253,229.0,15.99873,20.28332,0.28571,92
sbmd,PANAS,self,self,ACAC,22.31818,2.04723,229.0,18.28437,26.352,0.28571,92
sbmd,PANAS,self,self,PLPL,9.511111,1.321739,229.0,6.906787,12.11544,0.28571,93
sbmd,PANAS,self,self,ACPL,13.22727,0.9451713,229.0,11.36493,15.08962,0.28571,93
sbmd,PANAS,self,self,PLAC,17.55128,1.003933,229.0,15.57316,19.52941,0.28571,93
sbmd,PANAS,self,self,ACAC,18.68182,1.890343,229.0,14.95713,22.40651,0.28571,93
sbmd,PANAS,self,self,PLPL,11.33333,1.357911,229.0,8.657737,14.00893,0.28571,94
sbmd,PANAS,self,self,ACPL,12.89773,0.9710379,229.0,10.98442,14.81104,0.28571,94
sbmd,PANAS,self,self,PLAC,18.62821,1.031407,229.0,16.59594,20.66047,0.28571,94
