study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id
sbmd,creativity,self,self,with_guess,1.0,231.0,77.47758662939663,0.2479194273562455,3.207396511170713e-16,0.0,22
sbmd,creativity,self,self,without_guess,1.0,231.0,45.622518629593955,0.16131195265901288,1.151371084297247e-10,0.0,23
sbmd,creativity,self,self,with_guess,1.0,231.0,45.62251862959396,0.16131195265901288,1.1513710842972466e-10,0.0,23
sbmd,creativity,self,self,without_guess,1.0,231.0,22.922639051982973,0.08633589794841012,3.012662585996599e-06,0.0,24
sbmd,creativity,self,self,with_guess,1.0,231.0,22.92263905198296,0.08633589794841001,3.0126625859966208e-06,0.0,24
sbmd,creativity,self,self,without_guess,1.0,231.0,38.845650069217434,0.1402492501157968,2.1549893295720754e-09,0.0,25
sbmd,creativity,self,self,with_guess,1.0,231.0,38.84565006921744,0.1402492501157967,2.154989329572059e-09,0.0,25
sbmd,creativity,self,self,without_guess,1.0,231.0,29.24333793678493,0.10852665109777171,1.5904641251049981e-07,0.0,26
sbmd,creativity,self,self,with_guess,1.0,231.0,29.243337936784933,0.10852665109777171,1.5904641251049981e-07,0.0,26
sbmd,creativity,self,self,without_guess,1.0,231.0,71.06841431120237,0.2319620688279418,3.7414147943997125e-15,0.0,27
sbmd,creativity,self,self,with_guess,1.0,231.0,71.06841431120237,0.2319620688279418,3.7414147943997125e-15,0.0,27
sbmd,creativity,self,self,without_guess,1.0,231.0,65.30339356169978,0.21701875496174428,3.575244818102737e-14,0.0,28
sbmd,creativity,self,self,with_guess,1.0,231.0,65.30339356169979,0.21701875496174428,3.575244818102737e-14,0.0,28
sbmd,creativity,self,self,without_guess,1.0,231.0,52.46652824742004,0.18156121841129036,6.4766050018198415e-12,0.0,29
sbmd,creativity,self,self,with_guess,1.0,231.0,52.46652824742004,0.18156121841129036,6.4766050018198415e-12,0.0,29
sbmd,creativity,self,self,without_guess,1.0,231.0,39.54153109220484,0.14246068223465946,1.5890364556239563e-09,0.0,30
sbmd,creativity,self,self,with_guess,1.0,231.0,39.54153109220484,0.14246068223465946,1.5890364556239563e-09,0.0,30
sbmd,creativity,self,self,without_guess,1.0,231.0,49.99456850407342,0.1743612652903047,1.81509541759484e-11,0.0,31
sbmd,creativity,self,self,with_guess,1.0,231.0,49.99456850407344,0.1743612652903047,1.8150954175948265e-11,0.0,31
sbmd,creativity,self,self,without_guess,1.0,231.0,24.950416585221326,0.0935744387712173,1.1602943946236129e-06,0.0,32
sbmd,creativity,self,self,with_guess,1.0,231.0,24.95041658522134,0.0935744387712173,1.1602943946236044e-06,0.0,32
sbmd,creativity,self,self,without_guess,1.0,231.0,63.42368479089444,0.21201991556905142,7.538975944251478e-14,0.0,33
sbmd,creativity,self,self,with_guess,1.0,231.0,63.42368479089444,0.21201991556905142,7.538975944251478e-14,0.0,33
sbmd,creativity,self,self,without_guess,1.0,231.0,55.00316989284251,0.18882017955631758,2.2724820556362754e-12,0.0,34
