study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id
sbmd,creativity,self,self,without_guess,intercept,58.68333333333334,1.7136441667084887,34.24476006944332,1.758793749792317e-92,0.21429,66
sbmd,creativity,self,self,without_guess,conditionAC,-2.7806784660766968,2.4607040594608245,-1.1300336809644567,0.2596340253823914,0.21429,66
sbmd,creativity,self,self,with_guess,intercept,44.08823529411765,2.9018753610620376,15.19301479508827,1.5972635893067674e-36,0.21429,66
sbmd,creativity,self,self,with_guess,conditionAC,8.922073984232858,3.3723181174299643,2.645679818318074,0.00871764104246661,0.21429,66
sbmd,creativity,self,self,with_guess,guessAC,20.36525307797537,3.42783692275917,5.941138256245504,1.0443752312149782e-08,0.21429,66
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,0.061937643674108596,5.709298217969415,0.010848556391601052,0.9913537191690531,0.21429,66
sbmd,creativity,self,self,without_guess,intercept,59.34166666666667,1.5834238182631832,37.47680562981363,3.737931809797387e-100,0.21429,67
sbmd,creativity,self,self,without_guess,conditionAC,-5.75759587020649,2.2737143994900237,-2.532242339450317,0.011997606283848548,0.21429,67
sbmd,creativity,self,self,with_guess,intercept,46.117647058823536,2.7235598499441553,16.93285611467989,3.000154214751205e-42,0.21429,67
sbmd,creativity,self,self,with_guess,conditionAC,5.222559126743472,3.16509466571647,1.6500483171365943,0.10030394918777263,0.21429,67
sbmd,creativity,self,self,with_guess,guessAC,18.45212038303693,3.217201930949305,5.73545608235795,3.057203811865354e-08,0.21429,67
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-2.60482656860394,5.3584711481641,-0.48611376203759094,0.6273513511098414,0.21429,67
sbmd,creativity,self,self,without_guess,intercept,56.75000000000001,1.6412022918895073,34.578309011903734,2.696795164409492e-93,0.21429,68
sbmd,creativity,self,self,without_guess,conditionAC,-2.688053097345133,2.356681288044742,-1.1406095134634513,0.25521362235278133,0.21429,68
sbmd,creativity,self,self,with_guess,intercept,42.73529411764706,2.8290769134956872,15.105737816382703,3.100270713605211e-36,0.21429,68
sbmd,creativity,self,self,with_guess,conditionAC,9.223468768950873,3.2877178182775815,2.8054319983528884,0.005457032306642642,0.21429,68
sbmd,creativity,self,self,with_guess,guessAC,19.555403556771545,3.3418438405489974,5.851680835439333,1.6715888497962282e-08,0.21429,68
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-4.701666443369488,5.566070823527019,-0.8447011531898208,0.3991593329692368,0.21429,68
sbmd,creativity,self,self,without_guess,intercept,58.49166666666667,1.593141765172159,36.71466528927883,2.1817215905522115e-98,0.21429,69
sbmd,creativity,self,self,without_guess,conditionAC,-7.181932153392329,2.2876688667435565,-3.1394107153347077,0.0019135761100275515,0.21429,69
sbmd,creativity,self,self,with_guess,intercept,50.35294117647062,2.9080924746777796,17.314766161983826,1.6886488914095164e-43,0.21429,69
sbmd,creativity,self,self,with_guess,conditionAC,-0.45603395997575463,3.379543129629253,-0.13493952954101907,0.892778214464166,0.21429,69
sbmd,creativity,self,self,with_guess,guessAC,11.3563611491108,3.4351808810459348,3.305899031917366,0.001098928539920989,0.21429,69
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-1.3782683656056451,5.7215300857345,-0.2408915700787948,0.8098546890609024,0.21429,69
sbmd,creativity,self,self,without_guess,intercept,59.90000000000002,1.7080418061270073,35.06939922964974,1.7437604749442734e-94,0.21429,70
sbmd,creativity,self,self,without_guess,conditionAC,-8.094690265486728,2.4526593605126794,-3.3003728099423864,0.0011183927197465741,0.21429,70
sbmd,creativity,self,self,with_guess,intercept,44.941176470588246,2.97900415842874,15.085973056946731,3.6026929468886454e-36,0.21429,70
sbmd,creativity,self,self,with_guess,conditionAC,5.563978168587015,3.4619507888483967,1.6071800288177547,0.10939278371633096,0.21429,70
sbmd,creativity,self,self,with_guess,guessAC,20.872777017783857,3.5189452256756795,5.931543595929668,1.0986699775816977e-08,0.21429,70
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-11.690431656959115,5.861045364407393,-1.9945983916029846,0.04727233155701765,0.21429,70
sbmd,creativity,self,self,without_guess,intercept,60.40833333333334,1.5502507602603584,38.9668141966839,1.5604889974917624e-103,0.21429,71
sbmd,creativity,self,self,without_guess,conditionAC,-8.372935103244838,2.2260796103791254,-3.761291853267924,0.00021428660816582562,0.21429,71
sbmd,creativity,self,self,with_guess,intercept,49.17647058823531,2.7224749994945125,18.06314864135245,6.172674978224986e-46,0.21429,71
sbmd,creativity,self,self,with_guess,conditionAC,0.7926015767131513,3.1638339427801503,0.2505193354164062,0.8024103711149824,0.21429,71
sbmd,creativity,self,self,with_guess,guessAC,15.672366621067026,3.2159204526071075,4.873368869668909,2.0492275650978193e-06,0.21429,71
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-1.0789387860154798,5.356336757823971,-0.20143221660577632,0.8405394357976481,0.21429,71
sbmd,creativity,self,self,without_guess,intercept,59.308333333333344,1.897619459897691,31.254071001427715,6.185466824638547e-85,0.21429,72
sbmd,creativity,self,self,without_guess,conditionAC,-9.441076696165194,2.724883029392904,-3.4647640263180906,0.0006324795267229778,0.21429,72
sbmd,creativity,self,self,with_guess,intercept,40.47058823529412,3.22441239442588,12.551306497040084,7.616695731533967e-28,0.21429,72
sbmd,creativity,self,self,with_guess,conditionAC,7.673741661613085,3.7471438235060934,2.0478908798416464,0.04171164638074397,0.21429,72
sbmd,creativity,self,self,with_guess,guessAC,26.285225718194248,3.8088334213534982,6.90112242001216,5.005703762788952e-11,0.21429,72
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-14.117055615101467,6.343874097596232,-2.2253051365648293,0.027035624614770905,0.21429,72
sbmd,creativity,self,self,without_guess,intercept,58.341666666666676,1.4991910261906856,38.91543215470532,2.0333378205785053e-103,0.21429,73
sbmd,creativity,self,self,without_guess,conditionAC,-4.775294985250739,2.1527604830240192,-2.218219362027122,0.027513184741218118,0.21429,73
sbmd,creativity,self,self,with_guess,intercept,44.882352941176485,2.6059830104935315,17.222811031556375,3.37350267226674e-43,0.21429,73
sbmd,creativity,self,self,with_guess,conditionAC,7.581564584596712,3.0284566449420773,2.5034416778787065,0.012996849144586885,0.21429,73
sbmd,creativity,self,self,with_guess,guessAC,18.78043775649794,3.0783144249805194,6.100883523818977,4.454998262015843e-09,0.21429,73
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-10.994355282271135,5.127144452001573,-2.144342798451695,0.03305869178233245,0.21429,73
sbmd,creativity,self,self,without_guess,intercept,59.18333333333335,1.5698782000214284,37.69931535613751,1.1530567370312195e-100,0.21429,74
sbmd,creativity,self,self,without_guess,conditionAC,-7.006342182890857,2.2542635949163907,-3.1080403368492133,0.002119559222110706,0.21429,74
sbmd,creativity,self,self,with_guess,intercept,49.588235294117666,2.8221124718273978,17.571317865303886,2.456087022427103e-44,0.21429,74
sbmd,creativity,self,self,with_guess,conditionAC,0.9066100667070872,3.2796243235910416,0.27643717000927404,0.7824616415206816,0.21429,74
sbmd,creativity,self,self,with_guess,guessAC,13.388508891928861,3.3336171018622505,4.01621076531245,8.020648045532919e-05,0.21429,74
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-1.5083542527536016,5.552368624273579,-0.2716596023829273,0.7861285119807286,0.21429,74
sbmd,creativity,self,self,without_guess,intercept,61.49166666666668,1.6412819033004786,37.465633748237984,3.965832817915653e-100,0.21429,75
sbmd,creativity,self,self,without_guess,conditionAC,-9.695206489675517,2.3567956058978656,-4.113723933213948,5.416514271282942e-05,0.21429,75
sbmd,creativity,self,self,with_guess,intercept,46.55882352941177,2.8404732465298737,16.391220577870737,1.7987665107111631e-40,0.21429,75
sbmd,creativity,self,self,with_guess,conditionAC,3.8741661613098795,3.300961688389697,1.1736477205828486,0.2417553567817216,0.21429,75
sbmd,creativity,self,self,with_guess,guessAC,20.83652530779754,3.355305745799245,6.2100228373775845,2.4675267066970973e-09,0.21429,75
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-11.207014998519188,5.588492552853,-2.0053735229186014,0.046099984246960074,0.21429,75
sbmd,creativity,self,self,without_guess,intercept,57.825,1.6397697231187416,35.26409786980357,5.930659662433852e-95,0.21429,76
sbmd,creativity,self,self,without_guess,conditionAC,-5.240929203539823,2.35462419366181,-2.2258028341199347,0.02699328634056807,0.21429,76
sbmd,creativity,self,self,with_guess,intercept,47.441176470588246,2.8999582258279073,16.35926202248803,2.2911305476704164e-40,0.21429,76
sbmd,creativity,self,self,with_guess,conditionAC,2.7443905397210377,3.3700901823606735,0.8143374186499226,0.41629768505708387,0.21429,76
sbmd,creativity,self,self,with_guess,guessAC,14.489056087551297,3.425572308975389,4.2296745713375605,3.384994589711918e-05,0.21429,76
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,2.4503769021394266,5.70552634791507,0.429474294345315,0.6679818984754338,0.21429,76
sbmd,creativity,self,self,without_guess,intercept,57.63333333333334,1.5295641965398328,37.679577924032856,1.2795900303375692e-100,0.21429,77
sbmd,creativity,self,self,without_guess,conditionAC,-5.659882005899704,2.1963747788205605,-2.57691995941559,0.010590678951636817,0.21429,77
sbmd,creativity,self,self,with_guess,intercept,45.029411764705884,2.666201397361919,16.888976132583373,4.1777531275673516e-42,0.21429,77
sbmd,creativity,self,self,with_guess,conditionAC,5.2489387507580325,3.098437444174043,1.6940599399957397,0.09161346099344324,0.21429,77
sbmd,creativity,self,self,with_guess,guessAC,17.58686730506156,3.1494473250031136,5.584112223576933,6.625714424848007e-08,0.21429,77
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-5.615217820525484,5.245621190682331,-1.0704581242922495,0.2855400883518905,0.21429,77
sbmd,creativity,self,self,without_guess,intercept,60.091666666666676,1.6011689646575533,37.52987223276505,2.8223885354235486e-100,0.21429,78
sbmd,creativity,self,self,without_guess,conditionAC,-9.808480825958702,2.299195508472074,-4.266049054904822,2.9031646455681206e-05,0.21429,78
sbmd,creativity,self,self,with_guess,intercept,48.05882352941178,2.842307073897313,16.908385434763918,3.608536470348646e-42,0.21429,78
sbmd,creativity,self,self,with_guess,conditionAC,0.8483929654335872,3.3030928099872803,0.2568480555158407,0.797526687771455,0.21429,78
sbmd,creativity,self,self,with_guess,guessAC,16.790013679890556,3.357471952261598,5.00079045145285,1.135803802993196e-06,0.21429,78
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-7.072230174735924,5.592100518743428,-1.2646822336314312,0.20727080436490344,0.21429,78
sbmd,creativity,self,self,without_guess,intercept,59.125,1.6976085322120382,34.8284064777633,6.663672415592127e-94,0.21429,79
sbmd,creativity,self,self,without_guess,conditionAC,-6.974557522123896,2.4376777208147815,-2.8611483226719097,0.004608219279279187,0.21429,79
sbmd,creativity,self,self,with_guess,intercept,48.64705882352941,3.0331117733903286,16.03866341171894,2.6003801192239312e-39,0.21429,79
sbmd,creativity,self,self,with_guess,conditionAC,1.3941782898726458,3.5248301573679006,0.3955306291732711,0.6928195417640962,0.21429,79
sbmd,creativity,self,self,with_guess,guessAC,14.620383036935705,3.582859783432525,4.080646165541199,6.204303363659622e-05,0.21429,79
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,0.2758798496622332,5.967499457448009,0.046230393756954404,0.9631669075826643,0.21429,79
sbmd,creativity,self,self,without_guess,intercept,59.08333333333334,1.4908537331031797,39.63053653181165,5.2287937358523066e-105,0.21429,80
sbmd,creativity,self,self,without_guess,conditionAC,-6.844395280235988,2.1407885629813967,-3.197137446728533,0.0015821150578025362,0.21429,80
sbmd,creativity,self,self,with_guess,intercept,48.47058823529412,2.6572547571332246,18.240851053207464,1.6381437183510644e-46,0.21429,80
sbmd,creativity,self,self,with_guess,conditionAC,2.39539114614918,3.0880404032334865,0.775699418842113,0.43872681875051656,0.21429,80
sbmd,creativity,self,self,with_guess,guessAC,14.808481532147747,3.1388791165534795,4.7177610166802495,4.148420865418709e-06,0.21429,80
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-5.111960913591047,5.228019112453925,-0.9778007317176003,0.32920470918108224,0.21429,80
sbmd,creativity,self,self,without_guess,intercept,57.875000000000014,1.7750539026506358,32.60464367508895,2.1296048177996266e-88,0.21429,81
sbmd,creativity,self,self,without_guess,conditionAC,-4.759955752212389,2.5488852521838785,-1.8674656884353937,0.06310307525466341,0.21429,81
sbmd,creativity,self,self,with_guess,intercept,39.735294117647065,2.9419746158228346,13.50633479430399,5.7700388566128605e-31,0.21429,81
sbmd,creativity,self,self,with_guess,conditionAC,10.862644026682837,3.418918135177034,3.177216767759887,0.0016918008876788831,0.21429,81
sbmd,creativity,self,self,with_guess,guessAC,25.311217510259926,3.4752041211883546,7.28337577523495,5.1982756138507745e-12,0.21429,81
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-7.53415565458982,5.788191545649736,-1.3016424206369444,0.19434654570303314,0.21429,81
sbmd,creativity,self,self,without_guess,intercept,59.500000000000014,1.5881937850615626,37.463942095513005,4.001537118723715e-100,0.21429,82
sbmd,creativity,self,self,without_guess,conditionAC,-6.331858407079648,2.280563824179404,-2.7764442897615402,0.005946437516204948,0.21429,82
sbmd,creativity,self,self,with_guess,intercept,46.08823529411766,2.753817554620114,16.736125171689334,1.324904910532559e-41,0.21429,82
sbmd,creativity,self,self,with_guess,conditionAC,5.231352334748321,3.2002576527419486,1.6346659870545581,0.10349295933808962,0.21429,82
sbmd,creativity,self,self,with_guess,guessAC,18.714090287277696,3.25294380969362,5.75297065738135,2.7928412485131483e-08,0.21429,82
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-5.658677916143677,5.4180017061282,-1.0444215825445853,0.2973916196311738,0.21429,82
sbmd,creativity,self,self,without_guess,intercept,57.50000000000001,1.717175692745011,33.485216593115595,1.3173410255877881e-90,0.21429,83
sbmd,creativity,self,self,without_guess,conditionAC,-6.933628318584071,2.4657751475098992,-2.811946712004986,0.005347618728274303,0.21429,83
sbmd,creativity,self,self,with_guess,intercept,44.88235294117648,3.0538610490571183,14.696920462387748,6.926775426038384e-35,0.21429,83
sbmd,creativity,self,self,with_guess,conditionAC,4.169193450576103,3.548943239271271,1.1747703948717398,0.24130669558061027,0.21429,83
sbmd,creativity,self,self,with_guess,guessAC,17.606019151846784,3.607369841378328,4.880569480261485,1.9826131899520707e-06,0.21429,83
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-6.907565543599364,6.008322645162453,-1.149666213275169,0.2514806259749003,0.21429,83
sbmd,creativity,self,self,without_guess,intercept,57.733333333333334,1.6306540776027987,35.405015770240055,2.7240023945926142e-95,0.21429,84
sbmd,creativity,self,self,without_guess,conditionAC,-5.706784660766961,2.3415345999401618,-2.437198519685679,0.015557613161158586,0.21429,84
sbmd,creativity,self,self,with_guess,intercept,44.26470588235294,2.8197027669564596,15.698358848699337,3.438541042391009e-38,0.21429,84
sbmd,creativity,self,self,with_guess,conditionAC,5.601273499090356,3.276823965070147,1.7093605145708366,0.08873886529269485,0.21429,84
sbmd,creativity,self,self,with_guess,guessAC,18.793433652530783,3.3307706407632014,5.642367992118641,4.928096723634882e-08,0.21429,84
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-3.534413033974085,5.547627647486609,-0.6371035077625254,0.5246938262089522,0.21429,84
sbmd,creativity,self,self,without_guess,intercept,58.958333333333336,1.5663034823956647,37.64170481390773,1.562749285256941e-100,0.21429,85
sbmd,creativity,self,self,without_guess,conditionAC,-4.347713864306785,2.2491304859874592,-1.933064307026172,0.05445056430151275,0.21429,85
sbmd,creativity,self,self,with_guess,intercept,44.441176470588246,2.649725096497601,16.771995151244354,1.0104419051880221e-41,0.21429,85
sbmd,creativity,self,self,with_guess,conditionAC,7.960885385081862,3.079290058087609,2.5852989601200367,0.010349337586302026,0.21429,85
sbmd,creativity,self,self,with_guess,guessAC,20.256497948016413,3.1299847136135854,6.471756190984769,5.817247728376532e-10,0.21429,85
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-4.658559803686517,5.213204872453919,-0.8936076593310011,0.3724699999779174,0.21429,85
sbmd,creativity,self,self,without_guess,intercept,59.95000000000001,1.6619611484881007,36.07184202502989,7.059850784994893e-97,0.21429,86
sbmd,creativity,self,self,without_guess,conditionAC,-8.312831858407081,2.386489928423123,-3.483288053890845,0.0005923321568704041,0.21429,86
sbmd,creativity,self,self,with_guess,intercept,49.500000000000014,2.9962779495827783,16.520496707220612,6.762686518520118e-41,0.21429,86
sbmd,creativity,self,self,with_guess,conditionAC,0.6649484536082368,3.482024951800779,0.19096602201668578,0.8487214108670706,0.21429,86
sbmd,creativity,self,self,with_guess,guessAC,14.5813953488372,3.539349871549984,4.119794843127951,5.2999587760099385e-05,0.21429,86
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-4.183843802445447,5.895030705878858,-0.709723835411592,0.47859743715802583,0.21429,86
sbmd,creativity,self,self,without_guess,intercept,59.91666666666668,1.6353731723464127,36.637917069838565,3.296824893603882e-98,0.21429,87
sbmd,creativity,self,self,without_guess,conditionAC,-6.73967551622419,2.3483109749999245,-2.870009801927705,0.004485405189393204,0.21429,87
sbmd,creativity,self,self,with_guess,intercept,43.44117647058825,2.792247770003535,15.557779985453532,9.998606886172463e-38,0.21429,87
sbmd,creativity,self,self,with_guess,conditionAC,8.837174044875669,3.244918051783628,2.7233889743434836,0.00695949359006508,0.21429,87
sbmd,creativity,self,self,with_guess,guessAC,22.989056087551294,3.298339457283621,6.96988784364971,3.348868113536634e-11,0.21429,87
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-16.64240660301521,5.4936112802501045,-3.0294110292888328,0.0027315292528936317,0.21429,87
sbmd,creativity,self,self,without_guess,intercept,57.34166666666667,1.6030487539106995,35.77038223371526,3.6596115957463334e-96,0.21429,88
sbmd,creativity,self,self,without_guess,conditionAC,-6.129277286135694,2.3018947882502276,-2.6627095718804896,0.008296482367073041,0.21429,88
sbmd,creativity,self,self,with_guess,intercept,43.05882352941177,2.693728282238209,15.984842945493504,3.91100855349606e-39,0.21429,88
sbmd,creativity,self,self,with_guess,conditionAC,5.436021831412971,3.130426899624241,1.7365113467640725,0.0838182751053271,0.21429,88
sbmd,creativity,self,self,with_guess,guessAC,19.929548563611487,3.1819634260092418,6.263286498112503,1.8447585643022891e-09,0.21429,88
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-0.7368939244362253,5.299778993901327,-0.13904238748147787,0.8895388531143312,0.21429,88
sbmd,creativity,self,self,without_guess,intercept,59.433333333333344,1.6425115986347443,36.184422309549795,3.8281058493295963e-97,0.21429,89
sbmd,creativity,self,self,without_guess,conditionAC,-8.389085545722715,2.358561384558169,-3.5568654691996695,0.00045527203170812213,0.21429,89
sbmd,creativity,self,self,with_guess,intercept,47.08823529411766,2.9141544003700384,16.158455875961277,1.0487114418892677e-39,0.21429,89
sbmd,creativity,self,self,with_guess,conditionAC,2.509702850212244,3.386587795335032,0.741071249848983,0.45940947797002385,0.21429,89
sbmd,creativity,self,self,with_guess,guessAC,17.225718194254444,3.4423415237771033,5.004070071279143,1.1185169151633488e-06,0.21429,89
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-7.011156338584346,5.733456628830275,-1.2228498081470172,0.2226434056462006,0.21429,89
sbmd,creativity,self,self,without_guess,intercept,60.62500000000001,1.6342981931972778,37.09543353370268,2.839073817860882e-99,0.21429,90
sbmd,creativity,self,self,without_guess,conditionAC,-7.164823008849559,2.3467673607493693,-3.0530606180587445,0.0025306007405544746,0.21429,90
sbmd,creativity,self,self,with_guess,intercept,49.235294117647065,2.7998979506746995,17.584674507791505,2.22178888581607e-44,0.21429,90
sbmd,creativity,self,self,with_guess,conditionAC,1.0636749545178827,3.2538084552879116,0.3269015275896946,0.7440409669364814,0.21429,90
sbmd,creativity,self,self,with_guess,guessAC,15.892612859097126,3.307376224376471,4.805202608026037,2.7969048296704498e-06,0.21429,90
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,6.433418068737923,5.508662637541011,1.1678729470370526,0.24407250152247084,0.21429,90
sbmd,creativity,self,self,without_guess,intercept,59.500000000000014,1.667965627970684,35.67219791716582,6.267523037367716e-96,0.21429,91
sbmd,creativity,self,self,without_guess,conditionAC,-5.039823008849559,2.395112049237225,-2.1042117885276386,0.03644116997176458,0.21429,91
sbmd,creativity,self,self,with_guess,intercept,44.97058823529412,2.8821412338754424,15.603186862159726,7.08255812475897e-38,0.21429,91
sbmd,creativity,self,self,with_guess,conditionAC,7.606731352334739,3.349384756633012,2.271083170504857,0.02407130698375391,0.21429,91
sbmd,creativity,self,self,with_guess,guessAC,20.273597811217506,3.4045260077845585,5.954895854771346,9.710765325422062e-09,0.21429,91
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-6.975917398846371,5.670472285370305,-1.230218057293761,0.2198777119640312,0.21429,91
sbmd,creativity,self,self,without_guess,intercept,57.20833333333335,1.634186485952468,35.00722458856346,2.4628344210104786e-94,0.21429,92
sbmd,creativity,self,self,without_guess,conditionAC,-3.2879793510324484,2.34660695494511,-1.4011632174291233,0.1625072855768834,0.21429,92
sbmd,creativity,self,self,with_guess,intercept,40.73529411764707,2.757732429671069,14.771300391352984,3.9363852356741153e-35,0.21429,92
sbmd,creativity,self,self,with_guess,conditionAC,11.50181928441479,3.2048071948204817,3.588927066503003,0.00040608405128046086,0.21429,92
sbmd,creativity,self,self,with_guess,guessAC,22.985636114911077,3.2575682513315063,7.056071996501032,2.0165951309130667e-11,0.21429,92
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-11.097749516972936,5.4257040318214065,-2.0454026706737682,0.04195828296718051,0.21429,92
sbmd,creativity,self,self,without_guess,intercept,57.28333333333334,1.5102997037776509,37.92845432602078,3.4524026375592986e-101,0.21429,93
sbmd,creativity,self,self,without_guess,conditionAC,-2.0974926253687305,2.1687119673312845,-0.9671605344391615,0.3344752694008343,0.21429,93
sbmd,creativity,self,self,with_guess,intercept,46.70588235294119,2.7122900846498257,17.220091102081074,3.4432938283309346e-43,0.21429,93
sbmd,creativity,self,self,with_guess,conditionAC,7.510612492419644,3.1519978821015666,2.382810132921793,0.017998120468488504,0.21429,93
sbmd,creativity,self,self,with_guess,guessAC,14.759233926128589,3.2038895336957607,4.606661300554727,6.792071322506335e-06,0.21429,93
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-7.913228771489415,5.336298434692252,-1.4829059634378894,0.13947429170556727,0.21429,93
sbmd,creativity,self,self,without_guess,intercept,59.23333333333334,1.6000680516075851,37.01925882078686,4.264131569083975e-99,0.21429,94
sbmd,creativity,self,self,without_guess,conditionAC,-5.93244837758112,2.297614654486282,-2.5820031944858663,0.010440348253991929,0.21429,94
sbmd,creativity,self,self,with_guess,intercept,48.647058823529406,2.869194486376806,16.954953403998935,2.539482329856979e-42,0.21429,94
sbmd,creativity,self,self,with_guess,conditionAC,3.1467556094602784,3.3343391238200777,0.9437419208443054,0.34629615231685007,0.21429,94
sbmd,creativity,self,self,with_guess,guessAC,14.771545827633382,3.3892326772366803,4.358374663045255,1.9793212601365845e-05,0.21429,94
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-4.127860260623073,5.645000191215506,-0.7312418283079357,0.4653790202114293,0.21429,94
sbmd,creativity,self,self,without_guess,intercept,57.05000000000002,1.5139832401660398,37.68205518163021,1.2629736728587685e-100,0.21429,95
sbmd,creativity,self,self,without_guess,conditionAC,-4.111946902654869,2.1740013343540134,-1.8914187575127224,0.05981957325707368,0.21429,95
sbmd,creativity,self,self,with_guess,intercept,43.73529411764706,2.5576879297787207,17.099542758303134,8.536982487283967e-43,0.21429,95
sbmd,creativity,self,self,with_guess,conditionAC,6.728623408126132,2.972332120139023,2.2637522107763037,0.02452604703396469,0.21429,95
sbmd,creativity,self,self,with_guess,guessAC,18.578659370725035,3.021265916597556,6.149296316044789,3.4308791789777682e-09,0.21429,95
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-1.1050768964982278,5.032126236553187,-0.219604366931614,0.8263749138330951,0.21429,95
sbmd,creativity,self,self,without_guess,intercept,61.06504065040651,1.657433825344896,36.84312442320252,1.094690387853471e-98,0.28571,0
sbmd,creativity,self,self,without_guess,conditionAC,-6.5650406504065035,2.4122250089107613,-2.7215705940180697,0.006992273748745294,0.28571,0
sbmd,creativity,self,self,with_guess,intercept,49.3111111111111,2.514676879373108,19.609322977274136,6.549579715043626e-51,0.28571,0
sbmd,creativity,self,self,with_guess,conditionAC,2.5411616161616237,3.0914816512804726,0.821988257672204,0.41193858745591905,0.28571,0
sbmd,creativity,self,self,with_guess,guessAC,18.53504273504274,3.1578205246523106,5.8695681373733315,1.522140433524256e-08,0.28571,0
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-5.296406371406377,5.112741478763252,-1.0359229766273168,0.3013307396712008,0.28571,0
sbmd,creativity,self,self,without_guess,intercept,57.13008130081302,1.6675861639297915,34.25914806475829,1.6217211359750608e-92,0.28571,1
sbmd,creativity,self,self,without_guess,conditionAC,-2.7391722099039177,2.427000696880276,-1.1286244018903309,0.26022706956422237,0.28571,1
sbmd,creativity,self,self,with_guess,intercept,43.13333333333334,2.4845295179295714,17.360765095388185,1.1947644557811251e-43,0.28571,1
sbmd,creativity,self,self,with_guess,conditionAC,9.412121212121216,3.054419229662135,3.0814765441227068,0.002312035829716077,0.28571,1
sbmd,creativity,self,self,with_guess,guessAC,22.071794871794868,3.119962795290977,7.074377587164909,1.8097536830348466e-11,0.28571,1
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-12.844522144522147,5.0514470569661825,-2.5427411194598086,0.01165855879985505,0.28571,1
sbmd,creativity,self,self,without_guess,intercept,59.1788617886179,1.6042208864239111,36.88947219764601,8.539089060554768e-99,0.28571,2
sbmd,creativity,self,self,without_guess,conditionAC,-7.487952697708797,2.3347790318225785,-3.2071354914745576,0.0015304242921791852,0.28571,2
sbmd,creativity,self,self,with_guess,intercept,49.46666666666666,2.417949687189053,20.458104206532646,1.3393280210828275e-53,0.28571,2
sbmd,creativity,self,self,with_guess,conditionAC,-1.5234848484848451,2.9725676300518558,-0.5125147811887693,0.6087847532136135,0.28571,2
sbmd,creativity,self,self,with_guess,guessAC,15.315384615384618,3.036354774807367,5.0440036659933,9.274314296158637e-07,0.28571,2
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,3.4232517482517464,4.916079580902638,0.6963377406561847,0.48692350948886853,0.28571,2
sbmd,creativity,self,self,without_guess,intercept,58.894308943089435,1.6386257921718974,35.94128032430678,1.4381060260642887e-96,0.28571,3
sbmd,creativity,self,self,without_guess,conditionAC,-7.276127124907612,2.3848518448697242,-3.0509765797653063,0.0025475371855052777,0.28571,3
sbmd,creativity,self,self,with_guess,intercept,45.666666666666664,2.385570606997194,19.142869438749916,2.0287023010655113e-49,0.28571,3
sbmd,creativity,self,self,with_guess,conditionAC,2.503787878787887,2.932761588520419,0.8537304527542761,0.39414649838832694,0.28571,3
sbmd,creativity,self,self,with_guess,guessAC,20.85897435897436,2.9956945512860433,6.962984377035256,3.487153916187373e-11,0.28571,3
sbmd,creativity,self,self,with_guess,conditionAC:guessAC,-3.620337995338,4.850247716896957,-0.7464233182824286,0.45617733068414545,0.28571,3
sbmd,creativity,self,self,without_guess,intercept,60.33333333333334,1.5417878981909046,39.13205792063031,6.673346526428643e-104,0.28571,4
sbmd,creativity,self,self,without_guess,conditionAC,-7.024242424242423,2.243914218221136,-3.130352473906464,0.0019710690477406285,0.28571,4
sbmd,creativity,self,self,with_guess,intercept,51.0,2.2931813353606776,22.239846109674787,3.9006903800210486e-59,0.28571,4
sbmd,creativity,self,self,with_guess,conditionAC,-1.727272727272719,2.819180499680623,-0.6126861077069726,0.5406918549561763,0.28571,4
