study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-19.89034,3.203868,229.0,-6.208227,2.491773e-09,1.492677e-08,0.35714,47
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-18.53915,3.996258,229.0,-4.639127,5.886119e-06,3.474416e-05,0.35714,47
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-9.378843,3.131521,229.0,-2.99498,0.003046249,0.01600131,0.35714,47
sbmd,energy,self,self,PLACvsACAC,fixGuess,-8.027647,4.053199,229.0,-1.980571,0.04883631,0.1983422,0.35714,47
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-12.55558,3.249439,229.0,-3.863924,0.000145311,0.0008324611,0.35714,48
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-8.965776,4.053099,229.0,-2.212079,0.02794906,0.1230136,0.35714,48
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-8.582505,3.176062,229.0,-2.702247,0.007402962,0.03692893,0.35714,48
sbmd,energy,self,self,PLACvsACAC,fixGuess,-4.992697,4.11085,229.0,-1.214517,0.2258013,0.6182691,0.35714,48
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.48114,3.111125,229.0,-5.618912,5.553314e-08,3.318897e-07,0.35714,49
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-16.01594,3.880577,229.0,-4.127206,5.14355e-05,0.0002986537,0.35714,49
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.765145,3.040872,229.0,-2.224739,0.02707421,0.1196361,0.35714,49
sbmd,energy,self,self,PLACvsACAC,fixGuess,-5.299948,3.93587,229.0,-1.346576,0.1794481,0.5342775,0.35714,49
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-13.15719,2.895062,229.0,-4.544702,8.907225e-06,5.245658e-05,0.35714,50
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-11.44632,3.611076,229.0,-3.169781,0.001733804,0.009332234,0.35714,50
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.334765,2.829687,229.0,-2.23868,0.02613837,0.1160002,0.35714,50
sbmd,energy,self,self,PLACvsACAC,fixGuess,-4.623891,3.662529,229.0,-1.262486,0.2080581,0.5877614,0.35714,50
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-16.80156,3.184894,229.0,-5.27539,3.066154e-07,1.82766e-06,0.35714,51
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-17.46601,3.972591,229.0,-4.396629,1.683531e-05,9.873108e-05,0.35714,51
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.787297,3.112975,229.0,-2.180325,0.03025224,0.1318089,0.35714,51
sbmd,energy,self,self,PLACvsACAC,fixGuess,-7.451748,4.029195,229.0,-1.849438,0.06568321,0.2530651,0.35714,51
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-19.69266,3.311603,229.0,-5.946564,1.014844e-08,6.074504e-08,0.35714,52
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-11.55931,4.130637,229.0,-2.798432,0.005572657,0.02832082,0.35714,52
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-11.52667,3.236822,229.0,-3.561108,0.0004490919,0.002518025,0.35714,52
sbmd,energy,self,self,PLACvsACAC,fixGuess,-3.393323,4.189493,229.0,-0.8099602,0.4188039,0.8497207,0.35714,52
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-16.9087,2.98237,229.0,-5.669553,4.289138e-08,2.564113e-07,0.35714,53
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-9.779653,3.719977,229.0,-2.628955,0.0091447,0.04492192,0.35714,53
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-10.69191,2.915024,229.0,-3.667863,0.0003041773,0.00171995,0.35714,53
sbmd,energy,self,self,PLACvsACAC,fixGuess,-3.562859,3.772982,229.0,-0.9443083,0.3460074,0.7809623,0.35714,53
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-11.79603,3.0783,229.0,-3.831993,0.000164222,0.000938982,0.35714,54
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-25.08486,3.839634,229.0,-6.533138,4.121986e-10,2.470854e-09,0.35714,54
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-3.831148,3.008788,229.0,-1.273319,0.2041958,0.5808594,0.35714,54
sbmd,energy,self,self,PLACvsACAC,fixGuess,-17.11998,3.894344,229.0,-4.396114,1.687218e-05,9.894569e-05,0.35714,54
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-19.90694,3.114414,229.0,-6.391873,9.079229e-10,5.441031e-09,0.35714,55
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-14.5729,3.88468,229.0,-3.751378,0.0002228701,0.001267697,0.35714,55
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-9.690325,3.044087,229.0,-3.183327,0.001657991,0.008939487,0.35714,55
sbmd,energy,self,self,PLACvsACAC,fixGuess,-4.356286,3.940032,229.0,-1.105647,0.2700394,0.6864276,0.35714,55
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-10.32243,3.176926,229.0,-3.249189,0.001331251,0.007235442,0.35714,56
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-13.85279,3.962652,229.0,-3.495838,0.000567371,0.003163211,0.35714,56
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-1.354882,3.105187,229.0,-0.4363288,0.6630093,0.9721382,0.35714,56
sbmd,energy,self,self,PLACvsACAC,fixGuess,-4.885237,4.019115,229.0,-1.215501,0.2254268,0.6176449,0.35714,56
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-21.05684,3.10561,229.0,-6.780258,1.008522e-10,6.047675e-10,0.35714,57
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-14.65448,3.873698,229.0,-3.783071,0.0001977763,0.001127333,0.35714,57
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-12.02939,3.035482,229.0,-3.962925,9.894498e-05,0.0005699956,0.35714,57
sbmd,energy,self,self,PLACvsACAC,fixGuess,-5.627021,3.928894,229.0,-1.432215,0.1534458,0.4805754,0.35714,57
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-13.47611,2.944641,229.0,-4.576485,7.753483e-06,4.569862e-05,0.35714,58
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-13.71589,3.672918,229.0,-3.734331,0.0002375825,0.001349808,0.35714,58
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.559901,2.878148,229.0,-2.279209,0.02357587,0.1059177,0.35714,58
sbmd,energy,self,self,PLACvsACAC,fixGuess,-6.799687,3.725253,229.0,-1.825296,0.06925903,0.2641045,0.35714,58
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-15.52414,3.004502,229.0,-5.166962,5.17368e-07,3.080425e-06,0.35714,59
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-18.51289,3.747583,229.0,-4.939955,1.507555e-06,8.949243e-06,0.35714,59
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-3.442134,2.936656,229.0,-1.172127,0.2423641,0.6450541,0.35714,59
sbmd,energy,self,self,PLACvsACAC,fixGuess,-6.430882,3.800982,229.0,-1.6919,0.09202522,0.3303009,0.35714,59
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-13.20976,3.055157,229.0,-4.323757,2.289412e-05,0.0001339445,0.35714,60
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-13.03657,3.810767,229.0,-3.420983,0.0007387637,0.004089925,0.35714,60
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-8.911844,2.986168,229.0,-2.984375,0.003149695,0.01651785,0.35714,60
sbmd,energy,self,self,PLACvsACAC,fixGuess,-8.738654,3.865066,229.0,-2.260933,0.02470292,0.1103756,0.35714,60
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.03471,3.048404,229.0,-5.588073,6.494132e-08,3.880446e-07,0.35714,61
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-13.74918,3.802344,229.0,-3.615975,0.0003680071,0.002072616,0.35714,61
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.622514,2.979568,229.0,-2.222642,0.02721741,0.1201904,0.35714,61
sbmd,energy,self,self,PLACvsACAC,fixGuess,-3.336985,3.856523,229.0,-0.8652833,0.3877889,0.8227426,0.35714,61
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-14.93486,3.231647,229.0,-4.621439,6.36419e-06,3.755075e-05,0.35714,62
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-18.60244,4.030907,229.0,-4.614951,6.548742e-06,3.863379e-05,0.35714,62
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-5.726266,3.158672,229.0,-1.812871,0.07116107,0.2699008,0.35714,62
sbmd,energy,self,self,PLACvsACAC,fixGuess,-9.393845,4.088342,229.0,-2.297715,0.02248069,0.1015498,0.35714,62
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-21.9995,2.94835,229.0,-7.46163,1.7639e-12,1.063194e-11,0.35714,63
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-14.80075,3.677544,229.0,-4.024629,7.757428e-05,0.0004482934,0.35714,63
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-13.03391,2.881772,229.0,-4.522878,9.79326e-06,5.764174e-05,0.35714,63
sbmd,energy,self,self,PLACvsACAC,fixGuess,-5.835159,3.729944,229.0,-1.564409,0.1191023,0.4010777,0.35714,63
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-9.47661,2.95282,229.0,-3.209343,0.00152094,0.008227037,0.35714,64
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-17.18284,3.683119,229.0,-4.665296,5.241727e-06,3.095865e-05,0.35714,64
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-3.184222,2.886141,229.0,-1.10328,0.2710635,0.6878817,0.35714,64
sbmd,energy,self,self,PLACvsACAC,fixGuess,-10.89045,3.735599,229.0,-2.915317,0.003905997,0.02025999,0.35714,64
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.32319,3.134808,229.0,-5.526077,8.878995e-08,5.303347e-07,0.35714,65
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-10.50117,3.910117,229.0,-2.685641,0.007769001,0.03862377,0.35714,65
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-9.39896,3.06402,229.0,-3.067526,0.002418192,0.01283831,0.35714,65
sbmd,energy,self,self,PLACvsACAC,fixGuess,-2.576943,3.965831,229.0,-0.6497863,0.5164815,0.9155447,0.35714,65
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-16.01559,3.031557,229.0,-5.28296,2.955319e-07,1.761722e-06,0.35714,66
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-12.73183,3.78133,229.0,-3.367025,0.0008911241,0.004906705,0.35714,66
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-7.467902,2.963101,229.0,-2.5203,0.01240685,0.0594543,0.35714,66
sbmd,energy,self,self,PLACvsACAC,fixGuess,-4.184142,3.835209,229.0,-1.090981,0.2764276,0.6954112,0.35714,66
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.94517,2.962934,229.0,-6.056555,5.651836e-09,3.384252e-08,0.35714,67
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-16.70277,3.695735,229.0,-4.519471,9.939018e-06,5.849436e-05,0.35714,67
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-8.645118,2.896027,229.0,-2.985165,0.003141879,0.01647886,0.35714,67
sbmd,energy,self,self,PLACvsACAC,fixGuess,-7.402713,3.748394,229.0,-1.974902,0.04948054,0.2005238,0.35714,67
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.11947,3.032595,229.0,-5.645155,4.858543e-08,2.904115e-07,0.35714,68
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-19.01078,3.782624,229.0,-5.025818,1.010163e-06,6.004036e-06,0.35714,68
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-10.29543,2.964115,229.0,-3.473359,0.000614464,0.003418748,0.35714,68
sbmd,energy,self,self,PLACvsACAC,fixGuess,-12.18675,3.836522,229.0,-3.17651,0.001695753,0.009135228,0.35714,68
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-18.16524,2.860431,229.0,-6.350526,1.141561e-09,6.840627e-09,0.35714,69
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-14.23347,3.56788,229.0,-3.989336,8.918986e-05,0.0005145061,0.35714,69
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-9.526447,2.795839,229.0,-3.407366,0.0007747298,0.004283293,0.35714,69
sbmd,energy,self,self,PLACvsACAC,fixGuess,-5.594679,3.618718,229.0,-1.546039,0.123476,0.4117994,0.35714,69
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-12.85966,3.115622,229.0,-4.127477,5.13792e-05,0.0002983303,0.35714,70
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-8.990155,3.886186,229.0,-2.313362,0.02158969,0.09796898,0.35714,70
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.434448,3.045267,229.0,-2.112934,0.03568906,0.1520502,0.35714,70
sbmd,energy,self,self,PLACvsACAC,fixGuess,-2.564945,3.941559,229.0,-0.6507438,0.5158643,0.9152095,0.35714,70
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-16.33727,3.295479,229.0,-4.95748,1.389832e-06,8.252598e-06,0.35714,71
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-12.45992,4.110526,229.0,-3.031222,0.002715838,0.01434326,0.35714,71
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-8.069846,3.221063,229.0,-2.505336,0.01292932,0.06173461,0.35714,71
sbmd,energy,self,self,PLACvsACAC,fixGuess,-4.192488,4.169096,229.0,-1.005611,0.3156642,0.7462916,0.35714,71
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-18.88732,3.097646,229.0,-6.097315,4.541344e-09,2.719638e-08,0.35714,72
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-14.45101,3.863764,229.0,-3.740137,0.0002324714,0.001321298,0.35714,72
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-10.73418,3.027697,229.0,-3.545327,0.0004753534,0.002661717,0.35714,72
sbmd,energy,self,self,PLACvsACAC,fixGuess,-6.297861,3.918818,229.0,-1.607082,0.1094143,0.3766514,0.35714,72
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-21.68385,3.061138,229.0,-7.083592,1.713691e-11,1.028306e-10,0.35714,73
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-14.31927,3.818227,229.0,-3.75024,0.0002238243,0.001273026,0.35714,73
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-5.873192,2.992013,229.0,-1.962956,0.05086184,0.2051759,0.35714,73
sbmd,energy,self,self,PLACvsACAC,fixGuess,1.491393,3.872632,229.0,0.3851109,0.7005127,0.980539,0.35714,73
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.82067,2.93822,229.0,-6.065126,5.398197e-09,3.232462e-08,0.35714,74
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-16.93155,3.664909,229.0,-4.619911,6.407199e-06,3.780317e-05,0.35714,74
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.790009,2.871871,229.0,-2.364315,0.01889909,0.08700089,0.35714,74
sbmd,energy,self,self,PLACvsACAC,fixGuess,-5.900887,3.717129,229.0,-1.587485,0.1137826,0.3877829,0.35714,74
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-16.5337,2.737669,229.0,-6.039337,6.19716e-09,3.710584e-08,0.35714,75
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-9.29489,3.414756,229.0,-2.721978,0.006988333,0.03499884,0.35714,75
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-4.949819,2.675849,229.0,-1.849813,0.06562892,0.2528961,0.35714,75
sbmd,energy,self,self,PLACvsACAC,fixGuess,2.288993,3.463412,229.0,0.660907,0.5093363,0.9116068,0.35714,75
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-12.82118,3.05732,229.0,-4.1936,3.925714e-05,0.0002285741,0.35714,76
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-12.31317,3.813465,229.0,-3.228868,0.001425061,0.00772666,0.35714,76
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-4.870027,2.988282,229.0,-1.629708,0.1045379,0.3639892,0.35714,76
sbmd,energy,self,self,PLACvsACAC,fixGuess,-4.362024,3.867802,229.0,-1.127779,0.2605937,0.6727631,0.35714,76
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-19.32042,3.047588,229.0,-6.339579,1.212716e-09,7.266846e-09,0.35714,77
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-18.52789,3.801325,229.0,-4.874062,2.042721e-06,1.211335e-05,0.35714,77
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-9.870253,2.978769,229.0,-3.313534,0.001070705,0.005861999,0.35714,77
sbmd,energy,self,self,PLACvsACAC,fixGuess,-9.077726,3.855489,229.0,-2.354494,0.01939349,0.08903431,0.35714,77
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.2827,3.234571,229.0,-5.343119,2.202642e-07,1.313761e-06,0.35714,78
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-10.22691,4.034553,229.0,-2.534831,0.0119176,0.05730774,0.35714,78
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-5.881555,3.16153,229.0,-1.860351,0.06411788,0.2481727,0.35714,78
sbmd,energy,self,self,PLACvsACAC,fixGuess,1.174231,4.092041,229.0,0.2869548,0.7744064,0.9917467,0.35714,78
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.666,2.956344,229.0,-5.975623,8.700532e-09,5.208379e-08,0.35714,79
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-15.08064,3.687515,229.0,-4.089648,5.98418e-05,0.0003468843,0.35714,79
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-9.019892,2.889586,229.0,-3.121517,0.002030752,0.01086184,0.35714,79
sbmd,energy,self,self,PLACvsACAC,fixGuess,-6.434533,3.740057,229.0,-1.720437,0.08670384,0.3154221,0.35714,79
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-19.07193,3.113407,229.0,-6.125744,3.89645e-09,2.333627e-08,0.35714,80
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-6.737928,3.883423,229.0,-1.735049,0.08407756,0.3079509,0.35714,80
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-13.72107,3.043102,229.0,-4.508908,1.040429e-05,6.121527e-05,0.35714,80
sbmd,energy,self,self,PLACvsACAC,fixGuess,-1.387063,3.938757,229.0,-0.3521576,0.7250439,0.9849831,0.35714,80
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.13053,3.175489,229.0,-5.394613,1.709418e-07,1.020022e-06,0.35714,81
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-10.09142,3.960859,229.0,-2.547786,0.011496,0.05544913,0.35714,81
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-8.815325,3.103782,229.0,-2.840188,0.00491459,0.02516598,0.35714,81
sbmd,energy,self,self,PLACvsACAC,fixGuess,-1.776213,4.017297,229.0,-0.4421413,0.6588042,0.9710651,0.35714,81
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-16.84482,3.184276,229.0,-5.29,2.855738e-07,1.702474e-06,0.35714,82
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-14.22128,3.971819,229.0,-3.580547,0.0004186143,0.002350926,0.35714,82
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-9.770118,3.112371,229.0,-3.139124,0.001917368,0.01027938,0.35714,82
sbmd,energy,self,self,PLACvsACAC,fixGuess,-7.146583,4.028413,229.0,-1.774044,0.07738459,0.2885127,0.35714,82
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-16.22938,3.126732,229.0,-5.190523,4.620812e-07,2.751961e-06,0.35714,83
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-8.492264,3.900044,229.0,-2.177479,0.03046642,0.1326198,0.35714,83
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.349005,3.056127,229.0,-2.077468,0.03887327,0.1635894,0.35714,83
sbmd,energy,self,self,PLACvsACAC,fixGuess,1.388106,3.955615,229.0,0.3509205,0.7259706,0.9851359,0.35714,83
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-13.63758,3.336495,229.0,-4.087396,6.038551e-05,0.0003500001,0.35714,84
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-12.24754,4.161686,229.0,-2.942927,0.003585642,0.01868202,0.35714,84
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-7.992541,3.261153,229.0,-2.450833,0.01500182,0.07066425,0.35714,84
sbmd,energy,self,self,PLACvsACAC,fixGuess,-6.602504,4.220985,229.0,-1.564209,0.1191492,0.4011937,0.35714,84
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-14.59633,3.13961,229.0,-4.649089,5.632293e-06,3.32534e-05,0.35714,85
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-9.835912,3.916107,229.0,-2.511655,0.01270634,0.06076292,0.35714,85
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-9.734855,3.068714,229.0,-3.172291,0.001719515,0.009258284,0.35714,85
sbmd,energy,self,self,PLACvsACAC,fixGuess,-4.974439,3.971907,229.0,-1.252406,0.2116996,0.5941816,0.35714,85
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-20.94316,2.972433,229.0,-7.045797,2.142731e-11,1.285588e-10,0.35714,86
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-6.837787,3.707583,229.0,-1.844271,0.06643539,0.255403,0.35714,86
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-14.03391,2.905312,229.0,-4.830431,2.49372e-06,1.477667e-05,0.35714,86
sbmd,energy,self,self,PLACvsACAC,fixGuess,0.07146583,3.760412,229.0,0.01900479,0.9848538,0.9999975,0.35714,86
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-15.67128,2.98294,229.0,-5.253634,3.407658e-07,2.030789e-06,0.35714,87
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-21.28176,3.720689,229.0,-5.719844,3.313338e-08,1.981293e-07,0.35714,87
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-2.999322,2.915582,229.0,-1.028722,0.3046959,0.7327851,0.35714,87
sbmd,energy,self,self,PLACvsACAC,fixGuess,-8.609807,3.773705,229.0,-2.281527,0.02343622,0.1053628,0.35714,87
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-14.31011,3.166031,229.0,-4.519889,9.921021e-06,5.838909e-05,0.35714,88
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-9.864979,3.949063,229.0,-2.498056,0.01319054,0.06287014,0.35714,88
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.736212,3.094538,229.0,-2.176807,0.03051722,0.132812,0.35714,88
sbmd,energy,self,self,PLACvsACAC,fixGuess,-2.29108,4.005332,229.0,-0.5720075,0.567878,0.9403379,0.35714,88
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.86368,2.832507,229.0,-6.306669,1.453869e-09,8.711281e-09,0.35714,89
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-19.37459,3.53305,229.0,-5.483814,1.097364e-07,6.55253e-07,0.35714,89
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-10.15054,2.768545,229.0,-3.666381,0.0003058452,0.00172919,0.35714,89
sbmd,energy,self,self,PLACvsACAC,fixGuess,-11.66145,3.583392,229.0,-3.254305,0.001308556,0.007116355,0.35714,89
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-15.22007,2.98658,229.0,-5.096154,7.249653e-07,4.312865e-06,0.35714,90
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-23.55696,3.725229,229.0,-6.323628,1.324247e-09,7.934899e-09,0.35714,90
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-3.818038,2.919139,229.0,-1.307933,0.1922075,0.5588149,0.35714,90
sbmd,energy,self,self,PLACvsACAC,fixGuess,-12.15493,3.778309,229.0,-3.217029,0.001482502,0.008026633,0.35714,90
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-14.51333,3.2533,229.0,-4.46111,1.278433e-05,7.511864e-05,0.35714,91
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-23.08158,4.057915,229.0,-5.688038,3.901619e-08,2.332682e-07,0.35714,91
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-5.392631,3.179836,229.0,-1.695883,0.09126701,0.3282017,0.35714,91
sbmd,energy,self,self,PLACvsACAC,fixGuess,-13.96088,4.115735,229.0,-3.392073,0.0008170725,0.004510494,0.35714,91
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-16.46756,3.114227,229.0,-5.287846,2.885852e-07,1.720391e-06,0.35714,92
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-19.53915,3.884447,229.0,-5.030098,9.90073e-07,5.884971e-06,0.35714,92
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-5.110986,3.043904,229.0,-1.679089,0.09449861,0.3371016,0.35714,92
sbmd,energy,self,self,PLACvsACAC,fixGuess,-8.182577,3.939795,229.0,-2.076904,0.0389258,0.1637779,0.35714,92
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-15.56212,3.344332,229.0,-4.653283,5.528621e-06,3.264439e-05,0.35714,93
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-12.75856,4.171461,229.0,-3.058534,0.002488975,0.01319721,0.35714,93
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-9.939195,3.268813,229.0,-3.040613,0.002635767,0.01393949,0.35714,93
sbmd,energy,self,self,PLACvsACAC,fixGuess,-7.135629,4.230899,229.0,-1.686551,0.09305147,0.3331313,0.35714,93
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-17.82797,3.055136,229.0,-5.835409,1.819938e-08,1.088869e-07,0.35714,94
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-20.26067,3.81074,229.0,-5.316727,2.506558e-07,1.494678e-06,0.35714,94
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.228752,2.986147,229.0,-2.085883,0.0380966,0.1607953,0.35714,94
sbmd,energy,self,self,PLACvsACAC,fixGuess,-8.66145,3.865039,229.0,-2.240974,0.02598714,0.1154103,0.35714,94
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-10.34759,3.214538,229.0,-3.218996,0.001472813,0.007976077,0.35714,95
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-9.677918,4.009567,229.0,-2.413707,0.01657728,0.07733632,0.35714,95
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.722875,3.14195,229.0,-2.139714,0.03343549,0.1437455,0.35714,95
sbmd,energy,self,self,PLACvsACAC,fixGuess,-6.053208,4.066698,229.0,-1.488482,0.1379995,0.4461155,0.35714,95
sbmd,energy,self,self,PLPLvsPLAC,fixCondition,-13.71312,2.941552,229.0,-4.661866,5.32215e-06,3.143126e-05,0.42857,0
sbmd,energy,self,self,ACPLvsACAC,fixCondition,-15.96071,3.589563,229.0,-4.446422,1.361522e-05,7.99668e-05,0.42857,0
sbmd,energy,self,self,PLPLvsACPL,fixGuess,-6.428992,2.864189,229.0,-2.244612,0.02574881,0.1144795,0.42857,0
sbmd,energy,self,self,PLACvsACAC,fixGuess,-8.676587,3.651591,229.0,-2.376112,0.01831996,0.08460823,0.42857,0
