study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id
sbmd,mood,self,self,PLPLvsACPL,fixGuess,1.424495,3.497559,229.0,0.4072826,0.6841809,0.9771316,0.28571,83
sbmd,mood,self,self,PLACvsACAC,fixGuess,0.3006993,4.607106,229.0,0.06526859,0.9480171,0.9999,0.28571,83
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-17.0188,3.699644,229.0,-4.600119,6.990214e-06,4.122369e-05,0.28571,84
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-16.51136,4.710908,229.0,-3.504922,0.0005493181,0.003065057,0.28571,84
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-4.942172,3.621922,229.0,-1.364516,0.1737445,0.5229346,0.28571,84
sbmd,mood,self,self,PLACvsACAC,fixGuess,-4.434732,4.770922,229.0,-0.9295336,0.3535914,0.7890398,0.28571,84
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-17.21026,3.508258,229.0,-4.905642,1.76661e-06,1.048142e-05,0.28571,85
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-11.38636,4.467208,229.0,-2.548877,0.0114611,0.05529487,0.28571,85
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-8.580303,3.434557,229.0,-2.498227,0.01318433,0.06284321,0.28571,85
sbmd,mood,self,self,PLACvsACAC,fixGuess,-2.75641,4.524117,229.0,-0.6092703,0.5429493,0.9290623,0.28571,85
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-19.31282,3.69393,229.0,-5.228259,3.852786e-07,2.295473e-06,0.28571,86
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-13.39773,4.703632,229.0,-2.848379,0.004794118,0.02458463,0.28571,86
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-6.175,3.616328,229.0,-1.707533,0.08907832,0.3221035,0.28571,86
sbmd,mood,self,self,PLACvsACAC,fixGuess,-0.2599068,4.763553,229.0,-0.05456154,0.9565354,0.9999415,0.28571,86
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-15.74444,3.451976,229.0,-4.560994,8.296589e-06,4.888073e-05,0.28571,87
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-7.852273,4.395542,229.0,-1.786417,0.07535463,0.2825003,0.28571,87
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-3.57399,3.379458,229.0,-1.057563,0.291369,0.7156378,0.28571,87
sbmd,mood,self,self,PLACvsACAC,fixGuess,4.318182,4.451539,229.0,0.9700425,0.3330488,0.7666258,0.28571,87
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-17.5641,3.385505,229.0,-5.18803,4.676487e-07,2.785043e-06,0.28571,88
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-28.5,4.310902,229.0,-6.611145,2.652546e-10,1.590218e-09,0.28571,88
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-1.712121,3.314383,229.0,-0.5165731,0.6059527,0.9550642,0.28571,88
sbmd,mood,self,self,PLACvsACAC,fixGuess,-12.64802,4.36582,229.0,-2.897054,0.004132047,0.02136749,0.28571,88
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-16.09231,3.709554,229.0,-4.33807,2.155939e-05,0.0001261966,0.28571,89
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-11.54545,4.723527,229.0,-2.444244,0.01527133,0.07181249,0.28571,89
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-1.824242,3.631625,229.0,-0.5023213,0.6159242,0.9584583,0.28571,89
sbmd,mood,self,self,PLACvsACAC,fixGuess,2.722611,4.783702,229.0,0.5691431,0.5698169,0.9411588,0.28571,89
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-11.71368,3.56722,229.0,-3.283698,0.001184976,0.006466094,0.28571,90
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-17.73864,4.542287,229.0,-3.905221,0.0001239005,0.0007115066,0.28571,90
sbmd,mood,self,self,PLPLvsACPL,fixGuess,1.688131,3.492281,229.0,0.4833893,0.6292812,0.9627225,0.28571,90
sbmd,mood,self,self,PLACvsACAC,fixGuess,-4.33683,4.600153,229.0,-0.9427577,0.3467984,0.7818155,0.28571,90
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-18.65726,3.734109,229.0,-4.996444,1.159113e-06,6.886529e-06,0.28571,91
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-17.73864,4.754793,229.0,-3.730685,0.0002408461,0.001368006,0.28571,91
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-4.436111,3.655663,229.0,-1.21349,0.2261926,0.6189204,0.28571,91
sbmd,mood,self,self,PLACvsACAC,fixGuess,-3.517483,4.815366,229.0,-0.7304704,0.4658493,0.8847883,0.28571,91
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-20.87521,3.816489,229.0,-5.469743,1.177239e-07,7.028758e-07,0.28571,92
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-18.60227,4.859691,229.0,-3.827872,0.0001668265,0.0009536314,0.28571,92
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-7.193687,3.736313,229.0,-1.925344,0.0554249,0.2203053,0.28571,92
sbmd,mood,self,self,PLACvsACAC,fixGuess,-4.920746,4.9216,229.0,-0.9998264,0.3184498,0.7496372,0.28571,92
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-17.8359,3.758426,229.0,-4.745576,3.661653e-06,2.166279e-05,0.28571,93
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-12.77273,4.785757,229.0,-2.668904,0.008154375,0.04039925,0.28571,93
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-7.536364,3.67947,229.0,-2.04822,0.04167912,0.1735772,0.28571,93
sbmd,mood,self,self,PLACvsACAC,fixGuess,-2.473193,4.846725,229.0,-0.5102814,0.6103458,0.9565821,0.28571,93
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-18.79829,3.350313,229.0,-5.610906,5.783939e-08,3.456564e-07,0.28571,94
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-8.659091,4.26609,229.0,-2.029749,0.04353861,0.1801073,0.28571,94
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-7.909596,3.27993,229.0,-2.411513,0.01667478,0.0777461,0.28571,94
sbmd,mood,self,self,PLACvsACAC,fixGuess,2.229604,4.320438,229.0,0.5160597,0.6063106,0.9551892,0.28571,94
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-12.45385,3.526377,229.0,-3.531626,0.0004993175,0.002792613,0.28571,95
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-9.875,4.49028,229.0,-2.199195,0.02886458,0.1265262,0.28571,95
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-5.000758,3.452296,229.0,-1.448531,0.1488364,0.470502,0.28571,95
sbmd,mood,self,self,PLACvsACAC,fixGuess,-2.421911,4.547483,229.0,-0.5325828,0.5948388,0.9510613,0.28571,95
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-14.10111,3.351994,229.0,-4.206781,3.719214e-05,0.0002166642,0.35714,0
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-8.851383,4.181019,229.0,-2.11704,0.03533531,0.1507543,0.35714,0
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-3.197559,3.276302,229.0,-0.9759658,0.3301113,0.76328,0.35714,0
sbmd,mood,self,self,PLACvsACAC,fixGuess,2.052165,4.240593,229.0,0.4839335,0.6288956,0.9626038,0.35714,0
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-16.56011,3.405753,229.0,-4.862394,2.154941e-06,1.27763e-05,0.35714,1
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-12.90248,4.248073,229.0,-3.037256,0.002664136,0.01408263,0.35714,1
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-3.467224,3.328846,229.0,-1.041569,0.2987098,0.7251847,0.35714,1
sbmd,mood,self,self,PLACvsACAC,fixGuess,0.1904017,4.308602,229.0,0.04419105,0.9647906,0.9999689,0.35714,1
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-11.47435,3.473596,229.0,-3.303305,0.001108674,0.006063033,0.35714,2
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-12.98172,4.332695,229.0,-2.996222,0.003034341,0.01594177,0.35714,2
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-3.419078,3.395158,229.0,-1.007045,0.3149759,0.7454597,0.35714,2
sbmd,mood,self,self,PLACvsACAC,fixGuess,-4.926448,4.39443,229.0,-1.121066,0.2634339,0.6769204,0.35714,2
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-17.00377,3.232807,229.0,-5.259755,3.308003e-07,1.97152e-06,0.35714,3
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-9.221753,4.032353,229.0,-2.286941,0.02311276,0.1040751,0.35714,3
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-5.536844,3.159806,229.0,-1.752274,0.08106518,0.299274,0.35714,3
sbmd,mood,self,self,PLACvsACAC,fixGuess,2.245175,4.089809,229.0,0.5489681,0.5835622,0.9467547,0.35714,3
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-13.21479,3.446836,229.0,-3.83389,0.0001630366,0.0009323133,0.35714,4
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-15.34505,4.299317,229.0,-3.569184,0.0004361837,0.002447299,0.35714,4
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-1.775316,3.369002,229.0,-0.5269562,0.5987341,0.9524911,0.35714,4
sbmd,mood,self,self,PLACvsACAC,fixGuess,-3.905582,4.360576,229.0,-0.8956572,0.3713764,0.8071094,0.35714,4
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-12.4424,3.44121,229.0,-3.615706,0.0003683682,0.002074605,0.35714,5
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-12.31833,4.2923,229.0,-2.869867,0.004490756,0.02311531,0.35714,5
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-0.7683092,3.363503,229.0,-0.2284253,0.8195195,0.9957892,0.35714,5
sbmd,mood,self,self,PLACvsACAC,fixGuess,-0.6442358,4.35346,229.0,-0.1479825,0.8824868,0.9988419,0.35714,5
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-14.53622,3.328654,229.0,-4.366996,1.908601e-05,0.0001118252,0.35714,6
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-13.69573,4.151905,229.0,-3.298662,0.001126317,0.006156341,0.35714,6
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-1.894213,3.253488,229.0,-0.58221,0.560998,0.9373611,0.35714,6
sbmd,mood,self,self,PLACvsACAC,fixGuess,-1.05373,4.211065,229.0,-0.2502288,0.8026347,0.9944864,0.35714,6
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-10.99673,3.130452,229.0,-3.512825,0.0005340526,0.002981971,0.35714,7
sbmd,mood,self,self,ACPLvsACAC,fixCondition,2.506329,3.904684,229.0,0.6418775,0.5215947,0.9182859,0.35714,7
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-6.024186,3.059763,229.0,-1.968841,0.05017741,0.2028751,0.35714,7
sbmd,mood,self,self,PLACvsACAC,fixGuess,7.478873,3.960321,229.0,1.888451,0.06022943,0.2358566,0.35714,7
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-16.37852,3.617795,229.0,-4.527211,9.61086e-06,5.657464e-05,0.35714,8
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-12.77168,4.512557,229.0,-2.830254,0.005064397,0.0258872,0.35714,8
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-7.871835,3.5361,229.0,-2.226135,0.0269792,0.1192681,0.35714,8
sbmd,mood,self,self,PLACvsACAC,fixGuess,-4.264997,4.576856,229.0,-0.9318619,0.3523893,0.7877746,0.35714,8
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-11.20423,3.372191,229.0,-3.322536,0.001038297,0.005690152,0.35714,9
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-15.75527,4.20621,229.0,-3.745718,0.0002276571,0.001294428,0.35714,9
sbmd,mood,self,self,PLPLvsACPL,fixGuess,1.588608,3.296042,229.0,0.4819743,0.6302845,0.9630302,0.35714,9
sbmd,mood,self,self,PLACvsACAC,fixGuess,-2.962441,4.266143,229.0,-0.6944074,0.4881306,0.8991576,0.35714,9
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-18.23415,3.478481,229.0,-5.241987,3.605381e-07,2.148371e-06,0.35714,10
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-8.195499,4.338789,229.0,-1.888891,0.06017015,0.2356669,0.35714,10
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-7.957278,3.399933,229.0,-2.340422,0.02012164,0.09201415,0.35714,10
sbmd,mood,self,self,PLACvsACAC,fixGuess,2.081377,4.400611,229.0,0.4729746,0.6366818,0.9649507,0.35714,10
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-10.7666,3.246384,229.0,-3.31649,0.001059961,0.005805055,0.35714,11
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-4.974684,4.049288,229.0,-1.228533,0.2205081,0.6093697,0.35714,11
sbmd,mood,self,self,PLPLvsACPL,fixGuess,0.5461121,3.173076,229.0,0.1721081,0.8635046,0.9981835,0.35714,11
sbmd,mood,self,self,PLACvsACAC,fixGuess,6.338028,4.106986,229.0,1.543231,0.1241554,0.4134485,0.35714,11
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-18.7246,3.614568,229.0,-5.180315,4.852932e-07,2.889879e-06,0.35714,12
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-13.58368,4.508532,229.0,-3.012884,0.002878665,0.01516194,0.35714,12
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-13.55719,3.532946,229.0,-3.837361,0.0001608882,0.000920224,0.35714,12
sbmd,mood,self,self,PLACvsACAC,fixGuess,-8.416275,4.572773,229.0,-1.840519,0.066986,0.257109,0.35714,12
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-16.16222,3.3793,229.0,-4.782713,3.09696e-06,1.833518e-05,0.35714,13
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-19.2752,4.215078,229.0,-4.572916,7.875481e-06,4.641356e-05,0.35714,13
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-6.122288,3.302992,229.0,-1.853558,0.06508852,0.2512108,0.35714,13
sbmd,mood,self,self,PLACvsACAC,fixGuess,-9.235263,4.275138,229.0,-2.160226,0.03179334,0.1376187,0.35714,13
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-16.61695,3.563225,229.0,-4.663458,5.284676e-06,3.121105e-05,0.35714,14
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-0.3736521,4.444492,229.0,-0.08407083,0.9330736,0.9997865,0.35714,14
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-5.42066,3.482763,229.0,-1.556425,0.1209879,0.4057229,0.35714,14
sbmd,mood,self,self,PLACvsACAC,fixGuess,10.82264,4.50782,229.0,2.400859,0.01715562,0.0797619,0.35714,14
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-11.19266,3.327526,229.0,-3.363656,0.0009015478,0.004962366,0.35714,15
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-14.44163,4.150499,229.0,-3.479493,0.000601263,0.003347189,0.35714,15
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-0.2924955,3.252387,229.0,-0.08993257,0.9284194,0.9997387,0.35714,15
sbmd,mood,self,self,PLACvsACAC,fixGuess,-3.541471,4.209639,229.0,-0.8412767,0.4010705,0.8346945,0.35714,15
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-16.03571,3.500928,229.0,-4.580419,7.621101e-06,4.492273e-05,0.35714,16
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-13.27426,4.366787,229.0,-3.039824,0.002642413,0.01397303,0.35714,16
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-3.428119,3.421872,229.0,-1.001826,0.3174852,0.7484826,0.35714,16
sbmd,mood,self,self,PLACvsACAC,fixGuess,-0.6666667,4.429008,229.0,-0.1505228,0.8804847,0.9987816,0.35714,16
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-14.13154,3.334985,229.0,-4.237362,3.279348e-05,0.0001912658,0.35714,17
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-8.70136,4.159802,229.0,-2.091772,0.03756089,0.1588604,0.35714,17
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-5.684222,3.259677,229.0,-1.7438,0.08253597,0.303525,0.35714,17
sbmd,mood,self,self,PLACvsACAC,fixGuess,-0.2540428,4.219074,229.0,-0.06021292,0.9520386,0.9999214,0.35714,17
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-13.84029,3.34739,229.0,-4.134652,4.990854e-05,0.000289881,0.35714,18
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-12.5654,4.175275,229.0,-3.009478,0.002909873,0.0153185,0.35714,18
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-11.01198,3.271801,229.0,-3.365724,0.0008951373,0.004928138,0.35714,18
sbmd,mood,self,self,PLACvsACAC,fixGuess,-9.737089,4.234768,229.0,-2.299321,0.02238779,0.1011776,0.35714,18
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-14.87098,3.165668,229.0,-4.697579,4.540087e-06,2.683333e-05,0.35714,19
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-16.23722,3.94861,229.0,-4.112137,5.466332e-05,0.000317186,0.35714,19
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-7.981691,3.094183,229.0,-2.579579,0.01051728,0.05110141,0.35714,19
sbmd,mood,self,self,PLACvsACAC,fixGuess,-9.347939,4.004873,229.0,-2.334141,0.02045434,0.09336979,0.35714,19
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-13.31087,3.48421,229.0,-3.820339,0.0001716875,0.0009809584,0.35714,20
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-16.74684,4.345935,229.0,-3.853449,0.000151275,0.0008660856,0.35714,20
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-0.3245931,3.405532,229.0,-0.09531348,0.9241492,0.9996891,0.35714,20
sbmd,mood,self,self,PLACvsACAC,fixGuess,-3.760563,4.407859,229.0,-0.8531497,0.3944678,0.8288292,0.35714,20
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-16.71227,3.504622,229.0,-4.768638,3.300311e-06,1.953385e-05,0.35714,21
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-16.52789,4.371395,229.0,-3.78092,0.0001993911,0.001136378,0.35714,21
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-2.191682,3.425483,229.0,-0.6398168,0.5229313,0.918992,0.35714,21
sbmd,mood,self,self,PLACvsACAC,fixGuess,-2.007303,4.433682,229.0,-0.4527396,0.6511649,0.9690439,0.35714,21
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-14.30835,3.605288,229.0,-3.968712,9.672427e-05,0.0005573727,0.35714,22
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-18.79325,4.496958,229.0,-4.179103,4.165461e-05,0.0002423913,0.35714,22
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-2.266275,3.523876,229.0,-0.6431199,0.5207897,0.9178586,0.35714,22
sbmd,mood,self,self,PLACvsACAC,fixGuess,-6.751174,4.561034,229.0,-1.480185,0.1401983,0.4511452,0.35714,22
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-15.60312,3.413198,229.0,-4.571408,7.927607e-06,4.671901e-05,0.35714,23
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-10.15424,4.257359,229.0,-2.385104,0.01788908,0.08282043,0.35714,23
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-6.574593,3.336124,229.0,-1.970728,0.04995954,0.2021409,0.35714,23
sbmd,mood,self,self,PLACvsACAC,fixGuess,-1.125717,4.318021,229.0,-0.2607021,0.7945565,0.9937773,0.35714,23
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-10.82998,3.574025,229.0,-3.030191,0.002724756,0.01438817,0.35714,24
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-16.55227,4.457963,229.0,-3.712968,0.0002573166,0.001459747,0.35714,24
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-0.5614828,3.493319,229.0,-0.1607305,0.8724474,0.9985183,0.35714,24
sbmd,mood,self,self,PLACvsACAC,fixGuess,-6.283777,4.521483,229.0,-1.38976,0.1659513,0.5070471,0.35714,24
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-13.47032,3.470604,229.0,-3.881262,0.0001359268,0.0007794951,0.35714,25
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-6.688701,4.328963,229.0,-1.545105,0.1237017,0.4123478,0.35714,25
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-4.500452,3.392233,229.0,-1.326693,0.1859317,0.5468881,0.35714,25
sbmd,mood,self,self,PLACvsACAC,fixGuess,2.281168,4.390645,229.0,0.519552,0.6038777,0.9543347,0.35714,25
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-15.15669,3.422218,229.0,-4.428909,1.46738e-05,8.613963e-05,0.35714,26
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-9.371777,4.26861,229.0,-2.19551,0.02913111,0.1275447,0.35714,26
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-6.318038,3.34494,229.0,-1.888835,0.06017775,0.2356913,0.35714,26
sbmd,mood,self,self,PLACvsACAC,fixGuess,-0.5331247,4.329432,229.0,-0.1231396,0.9021045,0.999331,0.35714,26
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-11.34633,3.537767,229.0,-3.207201,0.001531813,0.008283682,0.35714,27
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-8.727145,4.412737,229.0,-1.977717,0.04915974,0.1994384,0.35714,27
sbmd,mood,self,self,PLPLvsACPL,fixGuess,1.110081,3.457879,229.0,0.3210295,0.7484808,0.9885335,0.35714,27
sbmd,mood,self,self,PLACvsACAC,fixGuess,3.729264,4.475613,229.0,0.8332411,0.405577,0.8386122,0.35714,27
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-11.31413,3.5702,229.0,-3.169048,0.001737993,0.009353909,0.35714,28
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-7.839662,4.453191,229.0,-1.76046,0.07966482,0.2952006,0.35714,28
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-0.04724231,3.48958,229.0,-0.01353811,0.9892103,0.9999991,0.35714,28
sbmd,mood,self,self,PLACvsACAC,fixGuess,3.42723,4.516643,229.0,0.7588002,0.4487523,0.8728142,0.35714,28
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-14.52616,3.42911,229.0,-4.236131,3.296062e-05,0.0001922317,0.35714,29
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-17.49039,4.277207,229.0,-4.089208,5.99476e-05,0.0003474906,0.35714,29
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-0.4963834,3.351676,229.0,-0.1481,0.8823941,0.9988392,0.35714,29
sbmd,mood,self,self,PLACvsACAC,fixGuess,-3.460616,4.338151,229.0,-0.7977166,0.4258613,0.855415,0.35714,29
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-18.07193,3.325148,229.0,-5.434926,1.400012e-07,8.356648e-07,0.35714,30
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-5.428036,4.147533,229.0,-1.308739,0.1919348,0.5583023,0.35714,30
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-9.7717,3.250062,229.0,-3.00662,0.002936312,0.01545104,0.35714,30
sbmd,mood,self,self,PLACvsACAC,fixGuess,2.872196,4.20663,229.0,0.6827785,0.495437,0.9035782,0.35714,30
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-17.01383,3.565369,229.0,-4.771969,3.251048e-06,1.92435e-05,0.35714,31
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-8.687764,4.447166,229.0,-1.95355,0.05197218,0.2088907,0.35714,31
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-4.377712,3.484859,229.0,-1.256209,0.2103201,0.5917593,0.35714,31
sbmd,mood,self,self,PLACvsACAC,fixGuess,3.948357,4.510533,229.0,0.8753637,0.3822932,0.8176162,0.35714,31
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-14.04653,3.288269,229.0,-4.271709,2.844675e-05,0.0001661258,0.35714,32
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-16.98875,4.101533,229.0,-4.142048,4.843462e-05,0.0002814093,0.35714,32
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-5.009268,3.214016,229.0,-1.55857,0.1204792,0.404473,0.35714,32
sbmd,mood,self,self,PLACvsACAC,fixGuess,-7.951487,4.159975,229.0,-1.911427,0.05719817,0.2260891,0.35714,32
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-17.0996,3.534391,229.0,-4.83806,2.408462e-06,1.427339e-05,0.35714,33
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-13.06892,4.408527,229.0,-2.964464,0.003352662,0.01752794,0.35714,33
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-8.780289,3.45458,229.0,-2.541637,0.01169441,0.05632486,0.35714,33
sbmd,mood,self,self,PLACvsACAC,fixGuess,-4.749609,4.471343,229.0,-1.062233,0.2892487,0.7128331,0.35714,33
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-14.63657,3.469282,229.0,-4.218904,3.53849e-05,0.0002062338,0.35714,34
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-6.210033,4.327315,229.0,-1.435078,0.1526293,0.4788037,0.35714,34
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-4.440099,3.390942,229.0,-1.3094,0.1917111,0.5578813,0.35714,34
sbmd,mood,self,self,PLACvsACAC,fixGuess,3.986437,4.388974,229.0,0.9082846,0.3646827,0.8004496,0.35714,34
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-11.92379,3.434505,229.0,-3.471764,0.0006179397,0.00343758,0.35714,35
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-5.977496,4.283937,229.0,-1.395328,0.1642686,0.5035563,0.35714,35
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-5.750678,3.35695,229.0,-1.713066,0.08805373,0.3192289,0.35714,35
sbmd,mood,self,self,PLACvsACAC,fixGuess,0.1956182,4.344977,229.0,0.04502167,0.9641293,0.9999671,0.35714,35
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-14.69769,3.449255,229.0,-4.26112,2.972439e-05,0.0001735197,0.35714,36
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-11.61932,4.302334,229.0,-2.700701,0.007436377,0.037084,0.35714,36
sbmd,mood,self,self,PLPLvsACPL,fixGuess,-2.453436,3.371366,229.0,-0.7277275,0.4675238,0.8859159,0.35714,36
sbmd,mood,self,self,PLACvsACAC,fixGuess,0.6249348,4.363636,229.0,0.1432142,0.8862469,0.9989497,0.35714,36
sbmd,mood,self,self,PLPLvsPLAC,fixCondition,-13.18536,3.162211,229.0,-4.169666,4.328978e-05,0.000251809,0.35714,37
sbmd,mood,self,self,ACPLvsACAC,fixCondition,-16.60431,3.944297,229.0,-4.209701,3.674891e-05,0.0002141067,0.35714,37
sbmd,mood,self,self,PLPLvsACPL,fixGuess,0.5639693,3.090804,229.0,0.1824668,0.8553778,0.9978383,0.35714,37
sbmd,mood,self,self,PLACvsACAC,fixGuess,-2.854982,4.000499,229.0,-0.7136565,0.4761663,0.8916111,0.35714,37
